"id","season","country","comp_level","lg_finish","squad","age","minutes_90s","goals_against_gk","pens_allowed","free_kick_goals_against_gk","corner_kick_goals_against_gk","own_goals_against_gk","psxg_gk","psnpxg_per_shot_on_target_against","psxg_net_gk","psxg_net_per90_gk","passes_completed_launched_gk","passes_launched_gk","passes_pct_launched_gk","passes_gk","passes_throws_gk","pct_passes_launched_gk","passes_length_avg_gk","goal_kicks","pct_goal_kicks_launched","goal_kick_length_avg","crosses_gk","crosses_stopped_gk","crosses_stopped_pct_gk","def_actions_outside_pen_area_gk","def_actions_outside_pen_area_per90_gk","avg_distance_def_actions_gk"
"d6f6ce93","2019-2020","GER","2. 2. Bundesliga","4th","Hamburger SV",24,6,13,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"d6f6ce93","2021-2022","FRA","1. Ligue 1","13th","Lyon",26,1.2,1,1,0,0,0,1.4,0.07,0.4,0.3,5,11,45.5,28,7,35.7,35.1,6,16.7,24.8,6,0,0,0,0,13
"da8b19e2","2003-2004","ENG","4. Third Division","13th","Cambridge Utd",16,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"da8b19e2","2004-2005","ENG","4. League Two","24th","Cambridge Utd",17,38,45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"da8b19e2","2005-2006","ENG","4. League Two","15th","Chester City",18,4,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"da8b19e2","2005-2006","ENG","4. League Two","24th","R&D",18,3,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"da8b19e2","2005-2006","ENG","3. League One","24th","Walsall",18,5,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"da8b19e2","2006-2007","ENG","3. League One","2nd","Bristol City",19,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"da8b19e2","2006-2007","ENG","4. League Two","8th","Stockport",19,11,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"da8b19e2","2006-2007","ENG","4. League Two","19th","Wrexham",19,5,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"da8b19e2","2007-2008","ENG","4. League Two","4th","Stockport",20,12,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"da8b19e2","2008-2009","ENG","3. League One","22nd","Crewe Alexandra",21,19,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"da8b19e2","2009-2010","SCO","1. Premier League","5th","Motherwell",22,33.5,47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"da8b19e2","2010-2011","ENG","2. Championship","2nd","Norwich City",23,45,58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"da8b19e2","2011-2012","ENG","1. Premier League","12th","Norwich City",24,36.9,63,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"da8b19e2","2012-2013","ENG","1. Premier League","11th","Norwich City",25,14.9,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"da8b19e2","2013-2014","ENG","1. Premier League","18th","Norwich City",26,38,62,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"da8b19e2","2014-2015","ENG","2. Championship","3rd","Norwich City",27,46,48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"da8b19e2","2015-2016","ENG","1. Premier League","19th","Norwich City",28,27,44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"da8b19e2","2016-2017","ENG","2. Championship","8th","Norwich City",29,25.5,35,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"da8b19e2","2017-2018","ENG","2. Championship","1st","Wolves",30,45,36,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"da8b19e2","2018-2019","ENG","1. Premier League","7th","Wolves",31,1,0,0,0,0,0,0.9,0.29,0.9,0.87,7,13,53.8,14,3,50,41.8,7,85.7,54.6,9,1,11.1,0,0,8
"da8b19e2","2020-2021","ENG","1. Premier League","13th","Wolves",33,1,1,0,0,1,0,1.1,0.28,0.1,0.13,1,6,16.7,19,10,26.3,33.5,5,20,39.6,9,0,0,0,0,10.4
"dab1b8dc","2010-2011","FRA","2. Ligue 2","11th","Istres",22,24.4,39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"dab1b8dc","2011-2012","FRA","2. Ligue 2","10th","Istres",23,28.7,37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"dab1b8dc","2012-2013","FRA","2. Ligue 2","13th","Istres",24,35,39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"dab1b8dc","2013-2014","FRA","2. Ligue 2","19th","Istres",25,1,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"dab1b8dc","2013-2014","FRA","2. Ligue 2","10th","Troyes",25,21,28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"dab1b8dc","2014-2015","FRA","2. Ligue 2","1st","Troyes",26,37,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"dab1b8dc","2015-2016","FRA","1. Ligue 1","9th","Angers",27,2,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"dab1b8dc","2015-2016","FRA","1. Ligue 1","20th","Troyes",27,9,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"dab1b8dc","2016-2017","FRA","1. Ligue 1","12th","Angers",28,9,15,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"dab1b8dc","2019-2020","FRA","1. Ligue 1","13th","Nantes",31,1,2,0,0,1,0,3.1,0.51,1.1,1.06,3,14,21.4,9,2,77.8,51.4,11,63.6,49.8,9,0,0,0,0,12.5
"db3164e1","2015-2016","FRA","2. Ligue 2","14th","Nîmes",22,1.8,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"db3164e1","2016-2017","FRA","2. Ligue 2","6th","Nîmes",23,14,18,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"db3164e1","2017-2018","FRA","2. Ligue 2","12th","Orléans",24,29,47,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"db3164e1","2018-2019","FRA","2. Ligue 2","8th","Orléans",25,37,52,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"db3164e1","2019-2020","FRA","2. Ligue 2","4th","Troyes",26,28,25,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"db3164e1","2020-2021","FRA","2. Ligue 2","1st","Troyes",27,35,33,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"db3164e1","2021-2022","FRA","1. Ligue 1","15th","Troyes",28,19,28,2,0,6,2,24.3,0.27,-1.7,-0.09,154,337,45.7,523,102,45.9,38.7,158,61.4,44.7,174,14,8,11,0.58,12.8
"db401046","2012-2013","GER","1. Bundesliga","16th","Hoffenheim",20,15.4,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"db401046","2013-2014","GER","1. Bundesliga","9th","Hoffenheim",21,22.8,53,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"db401046","2014-2015","GER","1. Bundesliga","10th","Werder Bremen",22,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"db401046","2015-2016","GER","1. Bundesliga","8th","Wolfsburg",23,13,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"db401046","2016-2017","GER","1. Bundesliga","16th","Wolfsburg",24,20,30,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"db401046","2017-2018","GER","1. Bundesliga","16th","Wolfsburg",25,34,48,6,1,5,2,51.3,0.31,5.3,0.16,269,704,38.2,1026,198,49.9,41.1,270,71.1,55.1,298,35,11.7,22,0.65,13.6
"db401046","2018-2019","GER","1. Bundesliga","6th","Wolfsburg",26,25.5,39,4,3,2,0,44,0.34,5,0.19,217,477,45.5,991,150,36.8,37.7,200,56,50.1,243,28,11.5,23,0.9,14.8
"db401046","2019-2020","GER","1. Bundesliga","7th","Wolfsburg",27,26,38,4,1,5,0,36.8,0.33,-1.2,-0.05,227,485,46.8,807,123,47,40.1,178,59.6,48.7,217,18,8.3,24,0.92,15.5
"db401046","2020-2021","GER","1. Bundesliga","4th","Wolfsburg",28,32,33,3,1,3,1,33.4,0.31,1.4,0.05,236,535,44.1,1045,157,38.3,36.4,203,66.5,52.1,257,21,8.2,34,1.06,15.7
"db401046","2021-2022","GER","1. Bundesliga","13th","Wolfsburg",29,15,23,2,0,2,0,22,0.37,-1,-0.06,109,215,50.7,483,67,33.7,33.9,105,49.5,42,123,8,6.5,16,1.07,15.3
"db87a2c4","2017-2018","ENG","Jr. PL2 — Div. 1","8th","Chelsea",17,10,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"db87a2c4","2018-2019","ENG","Jr. PL2 — Div. 1","6th","Chelsea",18,4.6,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"db87a2c4","2019-2020","FRA","1. Ligue 1","1st","Paris S-G",19,1,0,0,0,0,0,0.2,0.1,0.2,0.21,0,0,NULL,12,3,0,18.6,6,0,23.5,5,0,0,0,0,6.5
"db87a2c4","2020-2021","ESP","2. Segunda División","16th","Cartagena",20,3,5,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"db87a2c4","2020-2021","FRA","2. Ligue 2","20th","Châteauroux",20,9,10,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"db87a2c4","2020-2021","FRA","1. Ligue 1","2nd","Paris S-G",20,1,1,0,0,0,0,1.3,0.45,0.3,0.32,2,5,40,28,9,17.9,25.5,2,0,21.5,7,0,0,2,2,13.1
"dc366c36","2010-2011","CZE","1. First League","8th","Hradec Králové",17,2,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"dc366c36","2011-2012","CZE","1. First League","13th","Hradec Králové",18,13,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"dc366c36","2012-2013","CZE","1. First League","16th","Hradec Králové",19,20,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"dc366c36","2014-2015","CZE","1. First League","15th","Hradec Králové",21,25.5,43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"dc366c36","2015-2016","CZE","1. First League","3rd","Slovan Liberec",22,25,29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"dc366c36","2016-2017","CZE","1. First League","3rd","Sparta Prague",23,23,19,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"dc366c36","2017-2018","FRA","1. Ligue 1","5th","Rennes",24,34,36,2,0,6,2,39.7,0.28,5.7,0.17,158,475,33.3,573,81,57.1,46.1,167,88.6,65.1,347,36,10.4,33,0.97,16.9
"dc366c36","2017-2018","CZE","1. First League","5th","Sparta Prague",24,4,3,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"dc366c36","2018-2019","FRA","1. Ligue 1","10th","Rennes",25,32.5,48,3,0,9,1,39,0.28,-8,-0.25,206,477,43.2,638,129,46.9,40.8,242,73.6,56,328,13,4,27,0.83,16.4
"dc366c36","2019-2020","GER","1. Bundesliga","15th","Augsburg",26,24,51,0,0,4,2,45,0.37,-4,-0.17,162,494,32.8,628,103,54.1,45.2,212,72.6,57.3,230,15,6.5,23,0.96,15.5
"dee3013b","2016-2017","GER","Jr. U19 Bundesliga","10th","Mainz U19",18,18,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"dee3013b","2020-2021","GER","1. Bundesliga","12th","Mainz 05",22,3,10,1,0,1,0,9.2,0.42,-0.8,-0.26,9,26,34.6,59,16,33.9,32.9,27,22.2,25.7,34,1,2.9,2,0.67,11.6
"e082af5b","2016-2017","ENG","Jr. PL2 — Div. 1","2nd","Manchester City",20,5,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e082af5b","2017-2018","ENG","2. Championship","14th","Norwich City",21,46,60,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e082af5b","2018-2019","ENG","1. Premier League","16th","Southampton",22,12,18,0,0,4,0,15.2,0.31,-2.8,-0.23,73,257,28.4,216,15,80.1,55.8,91,92.3,67.3,101,6,5.9,8,0.67,13.5
"e082af5b","2019-2020","ENG","1. Premier League","11th","Southampton",23,10,25,2,1,1,0,18.1,0.31,-6.9,-0.69,46,190,24.2,177,24,68.9,50.4,79,86.1,60.4,81,6,7.4,8,0.8,16.4
"e082af5b","2020-2021","ENG","Jr. PL2 — Div. 1","13th","Southampton",24,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e082af5b","2020-2021","ENG","Jr. PL2 — Div. 2","2nd","Stoke City",24,1,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e082af5b","2021-2022","ENG","Jr. PL2 — Div. 2","2nd","Norwich City",25,1,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e1846dde","2020-2021","ESP","1. La Liga","14th","Levante",23,8,11,0,0,0,0,11.4,0.28,0.4,0.05,45,104,43.3,207,42,38.2,35.9,57,43.9,37.2,88,5,5.7,9,1.13,15.2
"e1846dde","2021-2022","ESP","1. La Liga","20th","Levante",24,9,17,2,0,2,0,12.6,0.32,-4.4,-0.49,50,132,37.9,217,38,46.1,39.1,65,49.2,40.9,74,3,4.1,7,0.78,14.3
"e1b0a70d","2011-2012","ITA","1. Serie A","11th","Catania",21,2,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e1b0a70d","2013-2014","ITA","2. Serie B","11th","Avellino",23,18,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e1b0a70d","2014-2015","ITA","2. Serie B","22nd","Catania",24,6,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e1b0a70d","2015-2016","ITA","2. Serie B","18th","Salernitana",25,31,46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e1b0a70d","2016-2017","ITA","2. Serie B","10th","Salernitana",26,21,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e1b0a70d","2017-2018","ITA","2. Serie B","1st","Empoli",27,3,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e1b0a70d","2018-2019","ITA","1. Serie A","18th","Empoli",28,8,10,0,0,1,1,9.6,0.28,0.6,0.08,35,80,43.8,163,33,39.9,36.3,67,22.4,32.5,71,4,5.6,3,0.38,13.8
"e1b0a70d","2018-2019","ITA","1. Serie A","16th","Fiorentina",28,2,3,0,0,0,0,3.5,0.32,0.5,0.27,10,30,33.3,55,16,41.8,35.6,11,63.6,42.6,23,4,17.4,3,1.5,14.7
"e1b0a70d","2019-2020","ITA","1. Serie A","10th","Fiorentina",29,6.9,5,3,0,0,0,6.2,0.19,1.2,0.17,27,91,29.7,151,36,45,39,59,39,35.9,86,6,7,5,0.72,13.2
"e1b0a70d","2020-2021","ITA","1. Serie A","13th","Fiorentina",30,3,4,0,0,1,1,3.2,0.22,0.2,0.05,27,66,40.9,55,10,67.3,49.5,32,90.6,60.6,37,0,0,0,0,13.1
"e1b0a70d","2021-2022","ITA","1. Serie A","7th","Fiorentina",31,14.8,19,1,0,0,1,15.6,0.3,-2.4,-0.16,138,248,55.6,644,69,34.8,34.1,73,32.9,33.3,98,11,11.2,16,1.08,16.1
"e358587b","2000-2001","ESP","1. La Liga","4th","Barcelona",17,18,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e358587b","2001-2002","ESP","1. La Liga","4th","Barcelona",18,11,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e358587b","2002-2003","ESP","1. La Liga","15th","Villarreal",19,33,43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e358587b","2003-2004","ESP","1. La Liga","8th","Villarreal",20,38,49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e358587b","2004-2005","ESP","1. La Liga","3rd","Villarreal",21,38,37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e358587b","2005-2006","ENG","1. Premier League","3rd","Liverpool",22,32.9,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e358587b","2006-2007","ENG","1. Premier League","3rd","Liverpool",23,35,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e358587b","2007-2008","ENG","1. Premier League","4th","Liverpool",24,38,28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e358587b","2008-2009","ENG","1. Premier League","2nd","Liverpool",25,38,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e358587b","2009-2010","ENG","1. Premier League","7th","Liverpool",26,38,35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e358587b","2010-2011","ENG","1. Premier League","6th","Liverpool",27,38,44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e358587b","2011-2012","ENG","1. Premier League","8th","Liverpool",28,33.9,35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e358587b","2012-2013","ENG","1. Premier League","7th","Liverpool",29,31,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e358587b","2013-2014","ITA","1. Serie A","3rd","Napoli",30,28.9,29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e358587b","2014-2015","GER","1. Bundesliga","1st","Bayern Munich",31,2.1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e358587b","2015-2016","ITA","1. Serie A","2nd","Napoli",32,37,29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e358587b","2016-2017","ITA","1. Serie A","3rd","Napoli",33,37,38,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
