"id","season","country","comp_level","lg_finish","squad","age","minutes_90s","goals_against_gk","pens_allowed","free_kick_goals_against_gk","corner_kick_goals_against_gk","own_goals_against_gk","psxg_gk","psnpxg_per_shot_on_target_against","psxg_net_gk","psxg_net_per90_gk","passes_completed_launched_gk","passes_launched_gk","passes_pct_launched_gk","passes_gk","passes_throws_gk","pct_passes_launched_gk","passes_length_avg_gk","goal_kicks","pct_goal_kicks_launched","goal_kick_length_avg","crosses_gk","crosses_stopped_gk","crosses_stopped_pct_gk","def_actions_outside_pen_area_gk","def_actions_outside_pen_area_per90_gk","avg_distance_def_actions_gk"
"47064058","2013-2014","GER","1. Bundesliga","14th","Freiburg",23,33,58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"47064058","2014-2015","GER","1. Bundesliga","8th","Hoffenheim",24,34,55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"47064058","2015-2016","GER","1. Bundesliga","15th","Hoffenheim",25,33,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"47064058","2016-2017","GER","1. Bundesliga","4th","Hoffenheim",26,34,37,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"47064058","2017-2018","GER","1. Bundesliga","3rd","Hoffenheim",27,34,48,3,1,9,3,41.2,0.27,-3.8,-0.11,219,620,35.3,1175,174,40.8,35.9,230,61.3,48.7,311,20,6.4,37,1.09,15.6
"47064058","2018-2019","GER","1. Bundesliga","9th","Hoffenheim",28,33,51,6,0,5,1,52.5,0.3,2.5,0.08,210,453,46.4,1047,183,32.5,32.6,242,46.7,42.9,298,25,8.4,44,1.33,16.8
"47064058","2019-2020","GER","1. Bundesliga","6th","Hoffenheim",29,30,49,5,0,4,2,42.3,0.26,-4.7,-0.16,163,436,37.4,1038,181,32,32.7,265,39.2,36.7,308,16,5.2,33,1.1,15.3
"47064058","2020-2021","GER","1. Bundesliga","11th","Hoffenheim",30,31,51,6,0,4,2,48.1,0.33,-0.9,-0.03,190,459,41.4,1148,174,32.9,32.8,204,39.7,35.1,272,11,4,36,1.16,15.1
"47064058","2021-2022","GER","1. Bundesliga","5th","Hoffenheim",31,16,23,0,0,5,0,23.8,0.34,0.8,0.05,81,233,34.8,640,82,30.9,32.3,105,33.3,32.5,128,11,8.6,23,1.44,15.7
"4806ec67","2011-2012","ENG","5. Conf Premier","22nd","Darlington",17,17,39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4806ec67","2012-2013","ENG","5. Conf Premier","13th","Alfreton Town",18,12,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4806ec67","2013-2014","ENG","4. League Two","6th","Burton Albion",19,12,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4806ec67","2013-2014","ENG","3. League One","22nd","Carlisle United",19,18,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4806ec67","2014-2015","ENG","3. League One","7th","Bradford City",20,32.1,36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4806ec67","2015-2016","ENG","2. Championship","11th","Preston",21,23.3,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4806ec67","2015-2016","ENG","1. Premier League","17th","Sunderland",21,2,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4806ec67","2016-2017","ENG","Jr. PL2 — Div. 1","7th","Sunderland",22,1,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4806ec67","2017-2018","ENG","1. Premier League","8th","Everton",23,38,58,3,0,7,0,59.6,0.33,1.6,0.04,322,985,32.7,991,155,67.9,54.1,339,92,72.5,367,24,6.5,32,0.84,15.1
"4806ec67","2018-2019","ENG","1. Premier League","8th","Everton",24,38,46,2,2,11,2,47.8,0.34,3.8,0.1,290,784,37,980,156,59.3,49,290,70,60.2,277,25,9,32,0.84,15.3
"4806ec67","2019-2020","ENG","1. Premier League","12th","Everton",25,38,56,3,3,6,3,48.7,0.32,-4.3,-0.11,313,784,39.9,1100,179,55.6,45.8,273,63,53.4,315,25,7.9,23,0.61,14.6
"4806ec67","2020-2021","ENG","1. Premier League","10th","Everton",26,30.5,39,2,1,5,1,38.7,0.29,0.7,0.02,275,650,42.3,945,135,53.3,43.4,207,70.5,56.5,295,24,8.1,19,0.62,14.7
"4806ec67","2021-2022","ENG","1. Premier League","15th","Everton",27,16,26,1,0,6,0,23.3,0.3,-2.7,-0.17,108,348,31,363,54,65.6,50.6,130,84.6,66,147,13,8.8,9,0.56,14
"4b40d9ca","2012-2013","ENG","5. Conf Premier","14th","Cambridge Utd",20,9,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4b40d9ca","2012-2013","ENG","2. Championship","9th","Charlton Ath",20,0.2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4b40d9ca","2013-2014","ENG","5. Conf Premier","19th","Aldershot Town",21,5,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4b40d9ca","2013-2014","ENG","4. League Two","7th","York City",21,22,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4b40d9ca","2014-2015","ENG","4. League Two","3rd","Bury",22,22,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4b40d9ca","2014-2015","ENG","2. Championship","12th","Charlton Ath",22,7.3,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4b40d9ca","2015-2016","ENG","2. Championship","22nd","Charlton Ath",23,24,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4b40d9ca","2017-2018","ENG","1. Premier League","7th","Burnley",25,34.6,35,3,0,3,1,44,0.28,10,0.29,365,1023,35.7,915,118,80.3,58.9,300,96,72.8,394,45,11.4,22,0.64,14.8
"4b40d9ca","2019-2020","ENG","1. Premier League","10th","Burnley",27,38,50,4,0,8,1,47.2,0.27,-1.8,-0.05,285,916,31.1,875,168,73,54.4,305,90.8,69.9,373,53,14.2,35,0.92,16.5
"4b40d9ca","2020-2021","ENG","1. Premier League","17th","Burnley",28,32,37,3,0,7,1,40.9,0.26,4.9,0.15,292,757,38.6,728,128,74.3,53,251,86.1,62.3,325,42,12.9,41,1.28,16.5
"4b40d9ca","2021-2022","ENG","1. Premier League","18th","Burnley",29,15,21,0,1,4,0,18.4,0.29,-2.6,-0.18,139,344,40.4,309,54,75.4,54.7,123,90.2,64.7,152,16,10.5,20,1.33,17
"4c62d0c8","2010-2011","ITA","1. Serie A","10th","Genoa",17,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4c62d0c8","2011-2012","ITA","2. Serie B","7th","Padova",18,24.5,39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4c62d0c8","2012-2013","ITA","1. Serie A","20th","Pescara",19,28,66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4c62d0c8","2013-2014","ITA","1. Serie A","14th","Genoa",20,37,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4c62d0c8","2014-2015","ITA","1. Serie A","6th","Genoa",21,30.9,38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4c62d0c8","2015-2016","ITA","1. Serie A","11th","Genoa",22,25,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4c62d0c8","2016-2017","ITA","1. Serie A","16th","Genoa",23,15.1,19,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4c62d0c8","2017-2018","ITA","1. Serie A","12th","Genoa",24,37,42,4,1,2,2,43.5,0.24,3.5,0.09,323,791,40.8,874,114,58,43.9,319,89,60.2,365,21,5.8,20,0.54,13.9
"4c62d0c8","2018-2019","ITA","1. Serie A","1st","Juventus",25,9,8,1,0,1,0,7.1,0.24,-0.9,-0.1,40,88,45.5,157,41,35,34.6,68,48.5,43.4,81,3,3.7,2,0.22,11.5
"4c62d0c8","2019-2020","ITA","1. Serie A","17th","Genoa",26,21,38,1,1,4,1,37,0.36,0,0,146,408,35.8,546,93,56.8,44.6,189,51.9,44.1,213,11,5.2,8,0.38,12.3
"4c62d0c8","2020-2021","ITA","1. Serie A","11th","Genoa",27,32,44,7,0,6,2,47.2,0.28,5.2,0.16,233,624,37.3,891,136,54.8,41.3,275,49.5,39.7,342,17,5,9,0.28,12.4
"4c62d0c8","2021-2022","ITA","1. Serie A","5th","Juventus",28,3,4,0,0,1,0,4.1,0.52,0.1,0.04,10,25,40,64,8,34.4,36.7,21,14.3,23.2,25,2,8,0,0,10.1
"4e7db402","2015-2016","FRA","1. Ligue 1","17th","Toulouse",16,23.8,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4e7db402","2016-2017","FRA","1. Ligue 1","13th","Toulouse",17,36,41,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4e7db402","2017-2018","FRA","1. Ligue 1","18th","Toulouse",18,38,54,6,3,9,0,52.6,0.3,-1.4,-0.04,239,615,38.9,793,115,55,44.3,206,86.9,61.5,448,41,9.2,44,1.16,17.1
"4e7db402","2018-2019","ITA","1. Serie A","16th","Fiorentina",19,33.5,40,5,1,5,3,33.5,0.24,-3.5,-0.1,174,482,36.1,753,160,44.6,40,255,57.3,47.9,348,23,6.6,28,0.84,15.1
"4e7db402","2019-2020","FRA","1. Ligue 1","13th","Nantes",20,27,29,3,0,3,0,25.4,0.24,-3.6,-0.13,165,481,34.3,697,131,48.2,40.8,187,77.5,55.3,222,15,6.8,23,0.85,15.9
"4e7db402","2020-2021","FRA","1. Ligue 1","18th","Nantes",21,38,55,10,2,8,1,52.3,0.27,-1.7,-0.04,218,675,32.3,869,128,53.4,44.5,258,81.8,57.8,327,24,7.3,25,0.66,14.9
"4e7db402","2021-2022","FRA","1. Ligue 1","7th","Nantes",22,19,23,0,0,3,1,22.8,0.28,0.8,0.04,103,333,30.9,414,61,51.4,44.9,148,81.1,60,145,12,8.3,9,0.47,14.1
"4f8ce0e1","2010-2011","ITA","2. Serie B","11th","Crotone",20,28.7,35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4f8ce0e1","2011-2012","ITA","2. Serie B","11th","Crotone",21,21,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4f8ce0e1","2013-2014","POR","1. Primeira Liga","16th","Olhanense",23,22,38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4f8ce0e1","2014-2015","TUR","1. Süper Lig","8th","Konyaspor",24,13.4,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4f8ce0e1","2015-2016","ITA","1. Serie A","18th","Carpi",25,30,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4f8ce0e1","2016-2017","ITA","2. Serie B","7th","Carpi",26,25.5,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4f8ce0e1","2017-2018","ITA","1. Serie A","20th","Benevento",27,12.4,32,3,1,1,2,24.3,0.31,-0.7,-0.06,63,183,34.4,259,68,48.6,40.4,102,55.9,46.5,133,10,7.5,5,0.4,12.2
"4f8ce0e1","2017-2018","ITA","1. Serie A","10th","Sampdoria",27,2,5,1,0,1,0,5.6,0.31,0.6,0.28,9,24,37.5,70,11,27.1,26.6,16,31.3,36.2,21,2,9.5,3,1.5,13.3
"4f8ce0e1","2020-2021","ITA","2. Serie B","2nd","Salernitana",30,34,34,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4f8ce0e1","2021-2022","ITA","1. Serie A","20th","Salernitana",31,17,37,1,0,4,2,27.6,0.29,-7.4,-0.44,106,254,41.7,305,63,50.5,42.5,142,70.4,52,158,10,6.3,6,0.35,12.9
"51a19d04","2009-2010","SCO","2. First Division","5th","Ross County",25,35,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"51a19d04","2010-2011","SCO","2. First Division","8th","Ross County",26,36,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"51a19d04","2011-2012","SCO","2. First Division","3rd","Falkirk",27,34.2,42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"51a19d04","2012-2013","SCO","2. First Division","3rd","Falkirk",28,35,46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"51a19d04","2013-2014","SCO","2. Championship","3rd","Falkirk",29,35,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"51a19d04","2014-2015","SCO","1. Premiership","7th","Hamilton",30,38,53,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"51a19d04","2015-2016","SCO","1. Premiership","10th","Hamilton",31,37,61,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"51a19d04","2016-2017","ENG","2. Championship","8th","Norwich City",32,19.5,34,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"51a19d04","2017-2018","ENG","Jr. PL2 — Div. 2","7th","Norwich City",33,2,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"51a19d04","2018-2019","ENG","Jr. PL2 — Div. 2","11th","Norwich City",34,2,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"51a19d04","2019-2020","ENG","Jr. PL2 — Div. 2","11th","Norwich City",35,1,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"51a19d04","2020-2021","ENG","2. Championship","1st","Norwich City",36,9.1,11,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"53af52f3","2005-2006","ENG","4. League Two","19th","Bury",18,15,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"53af52f3","2005-2006","ENG","4. League Two","8th","Darlington",18,4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"53af52f3","2006-2007","ENG","4. League Two","21st","Bury",19,14,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"53af52f3","2006-2007","SCO","1. Premier League","6th","Falkirk",19,15,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"53af52f3","2007-2008","ENG","2. Championship","12th","Cardiff City",20,14,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"53af52f3","2007-2008","ENG","2. Championship","21st","Coventry City",20,9,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"53af52f3","2007-2008","ENG","1. Premier League","9th","Manchester City",20,7,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"53af52f3","2008-2009","ENG","1. Premier League","10th","Manchester City",21,0.8,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"53af52f3","2009-2010","ENG","4. League Two","1st","Notts County",22,42.9,29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"53af52f3","2010-2011","ENG","2. Championship","7th","Leeds United",23,37,51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"53af52f3","2011-2012","ENG","2. Championship","9th","Leicester City",24,45.9,54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"53af52f3","2012-2013","ENG","2. Championship","6th","Leicester City",25,46,48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"53af52f3","2013-2014","ENG","2. Championship","1st","Leicester City",26,46,43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"53af52f3","2014-2015","ENG","1. Premier League","14th","Leicester City",27,24,37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"53af52f3","2015-2016","ENG","1. Premier League","1st","Leicester City",28,38,36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"53af52f3","2016-2017","ENG","1. Premier League","12th","Leicester City",29,29.6,47,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"53af52f3","2017-2018","ENG","1. Premier League","9th","Leicester City",30,32.9,47,1,3,11,1,39.1,0.27,-6.9,-0.21,326,838,38.9,860,101,67.4,50.7,276,93.5,69.7,302,23,7.6,37,1.12,16.7
"53af52f3","2018-2019","ENG","1. Premier League","9th","Leicester City",31,38,48,5,0,7,0,45.2,0.3,-2.8,-0.07,348,716,48.6,920,119,51.8,42.2,315,75.9,57.6,346,29,8.4,15,0.39,13.6
"53af52f3","2019-2020","ENG","1. Premier League","5th","Leicester City",32,38,41,8,0,7,2,42.2,0.28,3.2,0.08,239,488,49,936,151,39.9,37.4,242,47.5,40.8,293,10,3.4,27,0.71,15.7
"53af52f3","2020-2021","ENG","1. Premier League","5th","Leicester City",33,38,50,4,0,9,2,48.5,0.34,0.5,0.01,226,533,42.4,1009,164,42.4,38,209,50.2,42.7,297,24,8.1,14,0.37,13
"53af52f3","2021-2022","ENG","1. Premier League","9th","Leicester City",34,18,33,5,1,8,1,27.8,0.27,-4.2,-0.24,130,330,39.4,512,76,47.1,40.1,161,55.3,45.4,164,11,6.7,8,0.44,12.3
"58ad9383","2012-2013","SRB","1. SuperLiga","4th","Jagodina",16,2,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"58ad9383","2013-2014","SRB","1. SuperLiga","3rd","Jagodina",17,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"58ad9383","2013-2014","SRB","1. SuperLiga","1st","Red Star",17,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"58ad9383","2014-2015","SRB","1. SuperLiga","2nd","Red Star",18,27.5,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"58ad9383","2015-2016","SRB","1. SuperLiga","1st","Red Star",19,6,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"58ad9383","2019-2020","FRA","1. Ligue 1","6th","Reims",23,27,18,1,1,2,0,26.7,0.27,8.7,0.32,142,391,36.3,796,119,35.6,36.4,202,53.5,45,255,26,10.2,16,0.59,14
"58ad9383","2020-2021","FRA","1. Ligue 1","14th","Reims",24,36.5,49,4,0,8,1,48.8,0.29,0.8,0.02,244,723,33.7,1111,157,45.7,40.7,343,62.7,49.7,354,21,5.9,22,0.6,14
"58ad9383","2021-2022","FRA","1. Ligue 1","14th","Reims",25,19,22,4,1,3,0,20,0.27,-2,-0.1,100,278,36,465,99,44.9,40.1,128,53.9,43.8,175,15,8.6,21,1.11,15.4
"58bc7d18","2005-2006","ESP","2. Segunda División","11th","Real Madrid B",18,4,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"58bc7d18","2006-2007","ESP","2. Segunda División","19th","Real Madrid B",19,1,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"58bc7d18","2007-2008","ESP","1. La Liga","12th","Espanyol",20,3.5,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
