"id","season","country","comp_level","lg_finish","squad","age","minutes_90s","cards_yellow","cards_red","cards_yellow_red","fouls","fouled","offsides","crosses","interceptions","tackles_won","pens_won","pens_conceded","own_goals","ball_recoveries","aerials_won","aerials_lost","aerials_won_pct"
"a9aa0d1d","2012-2013","RUS","1. Premier League","9th","Loko Moscow",16,5.2,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"a9aa0d1d","2013-2014","RUS","1. Premier League","3rd","Loko Moscow",17,4.4,0,0,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"a9aa0d1d","2014-2015","RUS","1. Premier League","7th","Loko Moscow",18,10.7,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"a9aa0d1d","2015-2016","RUS","1. Premier League","6th","Loko Moscow",19,19.2,3,1,NULL,29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"a9aa0d1d","2016-2017","RUS","1. Premier League","8th","Loko Moscow",20,27.5,3,0,0,68,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
"a9aa0d1d","2017-2018","RUS","1. Premier League","1st","Loko Moscow",21,29.3,2,0,0,36,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
"a9aa0d1d","2018-2019","RUS","1. Premier League","2nd","Loko Moscow",22,29,3,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
"a9aa0d1d","2019-2020","RUS","1. Premier League","2nd","Loko Moscow",23,25.2,1,0,0,21,56,6,113,17,21,NULL,NULL,0,NULL,NULL,NULL,NULL
"a9aa0d1d","2020-2021","ITA","1. Serie A","3rd","Atalanta",24,7.5,0,0,0,16,21,2,9,6,10,0,0,0,74,14,12,53.8
"a9aa0d1d","2020-2021","RUS","1. Premier League","3rd","Loko Moscow",24,3.4,0,0,0,1,7,0,26,1,2,NULL,NULL,0,NULL,NULL,NULL,NULL
"a9aa0d1d","2021-2022","ITA","1. Serie A","4th","Atalanta",25,4.1,0,0,0,9,13,1,3,4,3,0,0,0,34,6,13,31.6
"a9dc785c","2011-2012","ITA","1. Serie A","13th","Fiorentina",22,2,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"a9dc785c","2012-2013","ITA","1. Serie A","4th","Fiorentina",23,6,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"a9dc785c","2013-2014","ITA","1. Serie A","4th","Fiorentina",24,35,2,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"a9dc785c","2014-2015","ITA","1. Serie A","4th","Fiorentina",25,29,4,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"a9dc785c","2015-2016","ITA","1. Serie A","1st","Juventus",26,3,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"a9dc785c","2016-2017","ITA","1. Serie A","1st","Juventus",27,7.5,0,0,0,0,1,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
"a9dc785c","2017-2018","ESP","1. La Liga","4th","Valencia",28,33,2,0,0,0,4,0,0,0,0,0,0,0,107,0,0,NULL
"a9dc785c","2018-2019","ESP","1. La Liga","4th","Valencia",29,34,2,0,0,0,0,0,0,0,0,0,0,0,145,0,0,NULL
"a9dc785c","2019-2020","ESP","1. La Liga","2nd","Barcelona",30,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,NULL
"a9dc785c","2020-2021","ESP","1. La Liga","3rd","Barcelona",31,7,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,NULL
"a9dc785c","2021-2022","ESP","1. La Liga","7th","Barcelona",32,2,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,NULL
"a9eaccda","2006-2007","ITA","1. Serie A","17th","Cagliari",20,0.5,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"a9eaccda","2014-2015","ITA","2. Serie B","7th","Pescara",28,16.5,3,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"a9eaccda","2015-2016","ITA","2. Serie B","4th","Pescara",29,9.9,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"a9eaccda","2016-2017","ITA","2. Serie B","18th","Ternana",30,26,3,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"aa0ac32d","2012-2013","BEL","1. Pro League","3rd","Club Brugge",23,15.8,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"aa0ac32d","2013-2014","BEL","1. Pro League","3rd","Club Brugge",24,19.4,3,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"aa0ac32d","2014-2015","BEL","1. Pro League","2nd","Club Brugge",25,30.6,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"aa0ac32d","2015-2016","BEL","1. Pro League","1st","Club Brugge",26,14,1,0,NULL,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"aa0ac32d","2015-2016","ESP","1. La Liga","13th","Espanyol",26,12.3,5,0,NULL,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"aa0ac32d","2016-2017","ESP","1. La Liga","8th","Espanyol",27,12.5,4,0,0,8,2,2,0,23,10,0,0,0,NULL,NULL,NULL,NULL
"aa0ac32d","2017-2018","ESP","1. La Liga","11th","Espanyol",28,11,1,0,0,10,6,0,0,7,6,0,0,0,133,21,8,72.4
"aa0ac32d","2018-2019","ESP","1. La Liga","7th","Espanyol",29,7.3,0,0,0,10,3,1,0,8,5,0,0,1,77,20,5,80
"aa0ac32d","2019-2020","ESP","1. La Liga","12th","Levante",30,5.4,0,0,0,9,3,0,0,3,7,0,1,0,38,13,14,48.1
"aa0ac32d","2020-2021","ESP","1. La Liga","14th","Levante",31,22.9,2,0,0,33,6,2,2,25,14,0,1,0,184,85,50,63
"aa0ac32d","2021-2022","ESP","1. La Liga","20th","Levante",32,8,1,0,0,11,2,1,0,13,5,0,0,0,66,31,13,70.5
"aa25ce92","2021-2022","ITA","1. Serie A","19th","Cagliari",18,0.3,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,NULL
"aa5322d5","2021-2022","ITA","1. Serie A","19th","Cagliari",22,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
"aa54ec6f","2011-2012","ESP","1. La Liga","8th","Mallorca",17,0.4,1,0,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"aa54ec6f","2015-2016","ESP","2. Segunda División","3rd","Gimnàstic",21,24.6,7,1,NULL,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"aa54ec6f","2016-2017","ESP","2. Segunda División","2nd","Girona",22,5.6,2,0,0,13,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
"aa54ec6f","2017-2018","NED","1. Dutch Eredivisie","14th","NAC Breda",23,29.7,8,0,0,32,0,0,0,0,0,0,0,1,NULL,NULL,NULL,NULL
"aa54ec6f","2018-2019","ESP","2. Segunda División","6th","La Coruña",24,35.3,10,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
"aa54ec6f","2019","BRA","1. Série A","1st","Flamengo",25,22,4,0,0,26,4,2,1,25,17,NULL,NULL,0,NULL,NULL,NULL,NULL
"aa54ec6f","2019-2020","ENG","Jr. PL2 — Div. 1","6th","Arsenal",25,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
"aa54ec6f","2020-2021","ENG","1. Premier League","8th","Arsenal",26,10,2,0,0,10,5,0,0,5,11,0,1,0,72,29,16,64.4
"aa54ec6f","2021-2022","ENG","1. Premier League","4th","Arsenal",27,2,1,0,0,1,1,0,0,6,2,0,0,0,17,5,4,55.6
"aa5a409a","2012-2013","ITA","2. Serie B","1st","Sassuolo",19,17.8,3,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"aa5a409a","2013-2014","ITA","1. Serie A","17th","Sassuolo",20,12.1,0,0,NULL,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"aa5a409a","2014-2015","ITA","1. Serie A","12th","Sassuolo",21,2.9,0,0,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"aa5a409a","2015-2016","ITA","1. Serie A","19th","Frosinone",22,12.9,2,1,NULL,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"aa5a409a","2016-2017","ITA","2. Serie B","5th","Benevento",23,33.2,7,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"aa5a409a","2017-2018","ITA","1. Serie A","20th","Benevento",24,11.6,4,0,0,25,9,0,3,5,16,0,1,0,86,6,15,28.6
"aa5a409a","2017-2018","ITA","2. Serie B","3rd","Frosinone",24,15.3,5,0,0,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
"aa5a409a","2018-2019","ITA","1. Serie A","19th","Frosinone",25,29.1,5,0,0,56,34,6,12,29,38,0,1,0,247,11,31,26.2
"aa5a409a","2019-2020","TUR","1. Süper Lig","8th","Gaziantep FK",26,12.5,5,0,0,25,20,0,2,13,16,NULL,NULL,0,NULL,NULL,NULL,NULL
"aa5a409a","2020-2021","GER","2. 2. Bundesliga","1st","Bochum",27,3.5,1,0,0,4,8,0,5,2,4,NULL,NULL,0,NULL,NULL,NULL,NULL
"aa677a35","2010-2011","ESP","1. La Liga","2nd","Real Madrid",17,0,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"aa677a35","2012-2013","ESP","2. Segunda División","8th","Real Madrid B",19,24.4,6,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"aa677a35","2013-2014","ESP","1. La Liga","14th","Espanyol",20,7.1,0,0,NULL,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"aa677a35","2014-2015","ESP","1. La Liga","10th","Espanyol",21,1.9,0,0,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"aa677a35","2014-2015","CRO","1. 1. HNL","2nd","Rijeka",21,7.9,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"aa677a35","2015-2016","ENG","2. Championship","17th","Reading",22,2.8,0,0,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"aa677a35","2016-2017","ESP","2. Segunda División","21st","Elche",23,26.2,6,0,0,42,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
"aa677a35","2017-2018","ESP","2. Segunda División","9th","Cádiz",24,32.2,7,0,0,36,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
"aa677a35","2018-2019","ESP","2. Segunda División","7th","Cádiz",25,28.9,3,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
"aa677a35","2019-2020","ESP","2. Segunda División","2nd","Cádiz",26,38.4,5,0,0,28,96,4,243,35,26,NULL,NULL,0,NULL,NULL,NULL,NULL
"aa677a35","2020-2021","ESP","1. La Liga","12th","Cádiz",27,21.6,1,0,0,16,34,1,41,21,15,0,0,0,186,22,28,44
"aa677a35","2021-2022","ESP","1. La Liga","19th","Cádiz",28,12.7,2,0,0,11,16,0,20,29,21,0,0,0,118,13,18,41.9
"aa81d8f8","2019-2020","ENG","Jr. PL2 — Div. 1","6th","Arsenal",17,11,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
"aa81d8f8","2020-2021","ENG","Jr. PL2 — Div. 1","10th","Arsenal",18,8,0,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
"aa81d8f8","2021-2022","ENG","Jr. PL2 — Div. 1","4th","Arsenal",19,5,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
"aa849a12","2016","USA","1. MLS","4th","NYCFC",19,17.5,0,0,0,15,20,3,57,13,9,1,0,0,NULL,NULL,NULL,NULL
"aa849a12","2017","USA","1. MLS","2nd","NYCFC",20,30.5,3,1,0,29,30,7,88,18,31,0,1,0,NULL,NULL,NULL,NULL
"aa849a12","2017-2018","ENG","2. Championship","5th","Middlesbrough",20,0.6,0,0,0,0,0,0,7,1,3,0,0,0,NULL,NULL,NULL,NULL
"aa849a12","2018-2019","ENG","2. Championship","3rd","Leeds United",21,27.7,2,0,0,13,18,12,127,13,23,0,0,0,NULL,NULL,NULL,NULL
"aa849a12","2019-2020","ENG","2. Championship","1st","Leeds United",22,42.2,1,0,0,38,52,16,211,21,31,NULL,NULL,0,NULL,NULL,NULL,NULL
"aa849a12","2020-2021","ENG","1. Premier League","9th","Leeds United",23,31.6,2,0,0,33,33,12,119,25,35,0,0,0,208,30,41,42.3
"aa849a12","2020-2021","ENG","Jr. PL2 — Div. 2","1st","Leeds Utd U23",23,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
"aa849a12","2021-2022","ENG","1. Premier League","16th","Leeds United",24,12.3,2,0,0,15,7,1,45,11,11,0,0,0,75,11,25,30.6
"aa8e289e","2014-2015","CRO","1. 1. HNL","3rd","Hajduk Split",16,19.9,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"aa8e289e","2015-2016","CRO","1. 1. HNL","3rd","Hajduk Split",17,21.9,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"aa8e289e","2016-2017","CRO","1. 1. HNL","3rd","Hajduk Split",18,26.2,2,0,0,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
"aa8e289e","2017-2018","ENG","1. Premier League","8th","Everton",19,6.4,0,0,0,8,14,1,12,13,12,0,0,0,57,6,17,26.1
"aa8e289e","2017-2018","CRO","1. 1. HNL","3rd","Hajduk Split",19,4.6,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
"aa8e289e","2018-2019","RUS","1. Premier League","4th","CSKA Moscow",20,24.3,3,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
"aa8e289e","2019-2020","RUS","1. Premier League","4th","CSKA Moscow",21,29.4,2,0,0,33,40,7,123,9,21,NULL,NULL,0,NULL,NULL,NULL,NULL
"aa8e289e","2020-2021","RUS","1. Premier League","6th","CSKA Moscow",22,25,3,0,0,31,40,13,104,8,16,NULL,NULL,0,NULL,NULL,NULL,NULL
"aa8e289e","2021-2022","RUS","1. Premier League","4th","CSKA Moscow",23,3.4,0,0,0,4,1,3,6,0,2,NULL,NULL,0,NULL,NULL,NULL,NULL
"aa8e289e","2021-2022","ENG","1. Premier League","5th","West Ham",23,2.2,0,0,0,6,7,1,4,3,7,0,0,0,13,4,4,50
"aad48be9","2012-2013","GER","1. Bundesliga","10th","Nürnberg",17,2.3,0,0,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"aad48be9","2013-2014","GER","1. Bundesliga","17th","Nürnberg",18,14.4,6,0,NULL,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"aad48be9","2014-2015","GER","2. 2. Bundesliga","9th","Nürnberg",19,20.8,3,0,NULL,46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"aad48be9","2015-2016","GER","1. Bundesliga","7th","Hertha BSC",20,15.7,3,1,NULL,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"aad48be9","2015-2016","GER","2. 2. Bundesliga","3rd","Nürnberg",20,3.9,0,0,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"aad48be9","2016-2017","GER","1. Bundesliga","6th","Hertha BSC",21,26.1,6,0,0,40,36,1,0,66,50,1,0,0,NULL,NULL,NULL,NULL
"aad48be9","2017-2018","GER","1. Bundesliga","10th","Hertha BSC",22,24.6,2,0,0,31,26,0,3,21,23,0,2,1,239,62,42,59.6
"aad48be9","2018-2019","GER","1. Bundesliga","11th","Hertha BSC",23,20.8,5,0,0,27,19,0,2,22,12,0,1,1,237,38,13,74.5
"aad48be9","2019-2020","GER","1. Bundesliga","10th","Hertha BSC",24,19.2,8,0,0,33,9,0,0,15,24,0,0,1,139,37,26,58.7
"aad48be9","2020-2021","GER","1. Bundesliga","14th","Hertha BSC",25,31,2,0,0,43,33,3,5,40,36,0,1,0,282,70,46,60.3
"aad48be9","2021-2022","GER","1. Bundesliga","11th","Hertha BSC",26,15.2,2,0,0,9,12,1,0,32,17,0,1,0,153,60,31,65.9
"aad53e64","2016-2017","ESP","1. La Liga","19th","Osasuna",19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
"aad53e64","2017-2018","ESP","2. Segunda División","8th","Osasuna",20,14.1,2,0,0,16,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
"aad53e64","2018-2019","ESP","2. Segunda División","1st","Osasuna",21,18.3,5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
"aad53e64","2019-2020","ESP","1. La Liga","10th","Osasuna",22,3.5,0,0,0,8,5,0,8,0,1,0,0,0,26,5,8,38.5
"aad53e64","2020-2021","ESP","1. La Liga","11th","Osasuna",23,15.9,2,0,0,22,31,1,53,23,8,1,0,0,111,25,20,55.6
"aad53e64","2021-2022","ESP","1. La Liga","13th","Osasuna",24,5.1,1,0,0,10,16,0,19,8,2,0,0,0,36,6,6,50
"aad56ca3","2017-2018","FRA","1. Ligue 1","3rd","Lyon",17,0.9,0,0,0,2,1,0,0,1,1,0,0,0,1,0,1,0
"aad56ca3","2019-2020","FRA","1. Ligue 1","7th","Lyon",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
"aad56ca3","2020-2021","FRA","1. Ligue 1","9th","Nice",20,30.5,5,0,0,46,42,8,55,16,22,1,0,0,139,20,29,40.8
"aad56ca3","2021-2022","FRA","1. Ligue 1","2nd","Nice",21,16,2,0,0,22,13,2,21,5,10,1,0,0,63,8,15,34.8
"aae9d04a","2011-2012","ITA","1. Serie A","6th","Inter",19,6.7,2,0,NULL,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"aae9d04a","2012-2013","ITA","1. Serie A","5th","Udinese",20,5.8,1,0,NULL,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"aae9d04a","2013-2014","ENG","2. Championship","13th","Watford",21,25.2,9,0,NULL,35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"aae9d04a","2014-2015","ITA","2. Serie B","6th","Perugia",22,14.4,3,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"aae9d04a","2015-2016","ITA","2. Serie B","8th","Novara",23,33.7,12,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"aae9d04a","2016-2017","ITA","1. Serie A","13th","Udinese",24,3.7,2,0,0,8,1,0,13,6,16,0,1,0,NULL,NULL,NULL,NULL
"aae9d04a","2017-2018","ITA","1. Serie A","18th","Crotone",25,19.5,3,0,0,21,24,0,30,27,35,0,0,0,258,20,20,50
"aae9d04a","2018-2019","ITA","2. Serie B","12th","Crotone",26,12.4,5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
"aae9d04a","2018-2019","ITA","2. Serie B","5th","Hellas Verona",26,14.8,5,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
"aae9d04a","2019-2020","ITA","1. Serie A","9th","Hellas Verona",27,35.9,6,0,0,38,41,4,95,25,36,0,1,0,333,41,42,49.4
"aae9d04a","2020-2021","ITA","1. Serie A","10th","Hellas Verona",28,32.1,8,0,0,48,44,10,50,56,37,0,0,0,281,53,37,58.9
"aae9d04a","2021-2022","ITA","1. Serie A","13th","Hellas Verona",29,17.1,4,0,0,17,18,5,48,18,31,0,1,0,129,28,35,44.4
"ab070c55","2007-2008","BEL","1. First Division","10th","Genk",16,2.8,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"ab070c55","2008-2009","BEL","1. First Division","8th","Genk",17,1.1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"ab070c55","2008-2009","BEL","1. First Division","1st","Standard Liège",17,5.3,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"ab070c55","2009-2010","BEL","1. Pro League","5th","Kortrijk",18,27.4,4,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"ab070c55","2010-2011","BEL","1. Pro League","7th","Mechelen",19,14.1,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"ab070c55","2010-2011","BEL","1. Pro League","2nd","Standard Liège",19,3.3,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"ab070c55","2011-2012","BEL","1. Pro League","3rd","Genk",20,23.9,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"ab070c55","2011-2012","BEL","1. Pro League","5th","Standard Liège",20,2.6,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"ab070c55","2012-2013","ENG","1. Premier League","15th","Aston Villa",21,31.3,8,1,NULL,67,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"ab070c55","2012-2013","BEL","1. Pro League","5th","Genk",21,4.8,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"ab070c55","2013-2014","ENG","1. Premier League","15th","Aston Villa",22,23.6,4,0,NULL,47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"ab070c55","2014-2015","ENG","1. Premier League","17th","Aston Villa",23,26.4,1,1,NULL,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"ab070c55","2015-2016","ENG","1. Premier League","8th","Liverpool",24,17,2,0,NULL,29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"ab070c55","2016-2017","ENG","1. Premier League","14th","Crystal Palace",25,34.8,10,0,0,81,51,37,1,7,6,3,0,0,NULL,NULL,NULL,NULL
"ab070c55","2017-2018","ENG","1. Premier League","11th","Crystal Palace",26,24.9,6,0,0,59,31,12,8,7,8,2,0,0,81,261,193,57.5
"ab070c55","2018-2019","ENG","1. Premier League","12th","Crystal Palace",27,9,1,0,0,19,11,10,2,1,4,0,0,0,32,82,63,56.6
"ab070c55","2019-2020","ENG","1. Premier League","14th","Crystal Palace",28,14,4,1,0,29,25,12,8,6,5,0,0,0,55,118,101,53.9
"ab070c55","2020-2021","ENG","1. Premier League","14th","Crystal Palace",29,20.2,3,1,1,38,26,15,6,5,9,0,0,0,79,212,150,58.6
"ab070c55","2020-2021","ENG","Jr. PL2 — Div. 2","3rd","Crystal Palace U23",29,1.3,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
"ab070c55","2021-2022","ENG","1. Premier League","11th","Crystal Palace",30,11.1,3,0,0,14,14,7,1,1,2,0,0,0,38,72,53,57.6
"ab096c6f","2008-2009","FRA","1. Ligue 1","3rd","Lyon",16,0.9,1,0,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"ab096c6f","2009-2010","FRA","1. Ligue 1","2nd","Lyon",17,1,0,0,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"ab096c6f","2010-2011","FRA","1. Ligue 1","3rd","Lyon",18,7.5,0,0,NULL,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"ab096c6f","2011-2012","FRA","1. Ligue 1","4th","Lyon",19,1,0,0,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"ab096c6f","2012-2013","FRA","1. Ligue 1","4th","Nice",20,37,8,0,NULL,44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"ab096c6f","2013-2014","FRA","1. Ligue 1","17th","Nice",21,33.6,5,0,NULL,28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"ab096c6f","2014-2015","ESP","1. La Liga","5th","Sevilla",22,17.5,3,0,NULL,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"ab096c6f","2015-2016","ESP","1. La Liga","7th","Sevilla",23,26.5,6,1,NULL,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"ab096c6f","2016-2017","ESP","1. La Liga","4th","Sevilla",24,3.7,1,0,0,3,2,1,8,13,9,0,0,0,NULL,NULL,NULL,NULL
"ab096c6f","2017-2018","MEX","1. Liga MX","3rd","UANL",25,3.4,1,0,0,7,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
"ab096c6f","2018-2019","FRA","1. Ligue 1","4th","Saint-Étienne",26,35.4,7,0,0,36,10,0,38,30,26,0,0,0,318,36,22,62.1
"ab096c6f","2019-2020","FRA","1. Ligue 1","17th","Saint-Étienne",27,14.5,6,0,0,20,6,1,22,24,12,0,2,0,127,25,16,61
"ab096c6f","2020-2021","FRA","1. Ligue 1","11th","Saint-Étienne",28,22.6,4,1,0,29,6,0,8,38,21,0,0,0,245,54,35,60.7
