"id","season","country","comp_level","lg_finish","squad","age","minutes_90s","cards_yellow","cards_red","cards_yellow_red","fouls","fouled","offsides","crosses","interceptions","tackles_won","pens_won","pens_conceded","own_goals","ball_recoveries","aerials_won","aerials_lost","aerials_won_pct"
"3870f7c3","2012-2013","FRA","1. Ligue 1","11th","Valenciennes",31,38,2,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3870f7c3","2013-2014","FRA","1. Ligue 1","19th","Valenciennes",32,28,1,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3870f7c3","2014-2015","BEL","1. Pro League","5th","Charleroi",33,34,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3870f7c3","2015-2016","BEL","1. Pro League","9th","Charleroi",34,28,1,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3870f7c3","2016-2017","BEL","1. First Division A","5th","Charleroi",35,38,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
"3870f7c3","2017-2018","BEL","1. First Division A","6th","Charleroi",36,33,0,0,0,1,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
"3870f7c3","2018-2019","BEL","1. First Division A","8th","Charleroi",37,24,2,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
"3870f7c3","2019-2020","BEL","1. First Division A","3rd","Charleroi",38,29,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
"3870f7c3","2020-2021","BEL","1. First Division A","13th","Charleroi",39,20,2,1,0,3,4,0,0,0,0,NULL,NULL,1,NULL,NULL,NULL,NULL
"387e1d35","2020-2021","ENG","Jr. PL2 — Div. 1","1st","Manchester City",19,9.8,2,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
"387e1d35","2021-2022","ENG","Jr. PL2 — Div. 1","3rd","Manchester City",20,10.6,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
"38c7feef","2009-2010","ENG","3. League One","7th","Southampton",15,0.2,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"38c7feef","2010-2011","ENG","3. League One","2nd","Southampton",16,25.6,2,0,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"38c7feef","2011-2012","ENG","1. Premier League","3rd","Arsenal",17,6.1,0,0,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"38c7feef","2012-2013","ENG","1. Premier League","4th","Arsenal",18,11.8,1,0,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"38c7feef","2013-2014","ENG","1. Premier League","4th","Arsenal",19,5.9,0,0,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"38c7feef","2014-2015","ENG","1. Premier League","3rd","Arsenal",20,16.6,4,0,NULL,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"38c7feef","2015-2016","ENG","1. Premier League","2nd","Arsenal",21,10.3,0,0,NULL,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"38c7feef","2016-2017","ENG","1. Premier League","5th","Arsenal",22,18.1,1,0,0,30,18,1,68,13,32,0,0,0,NULL,NULL,NULL,NULL
"38c7feef","2017-2018","ENG","1. Premier League","6th","Arsenal",23,2.7,0,0,0,1,3,1,13,10,2,0,0,0,26,3,5,37.5
"38c7feef","2017-2018","ENG","1. Premier League","4th","Liverpool",23,16.6,3,0,0,19,13,2,40,20,25,0,0,0,153,16,31,34
"38c7feef","2018-2019","ENG","1. Premier League","2nd","Liverpool",24,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NULL
"38c7feef","2019-2020","ENG","1. Premier League","1st","Liverpool",25,16.5,1,0,0,17,20,2,29,13,14,0,0,1,133,13,26,33.3
"38c7feef","2020-2021","ENG","1. Premier League","3rd","Liverpool",26,2.8,0,0,0,2,1,0,1,1,1,0,0,0,33,2,4,33.3
"38c7feef","2021-2022","ENG","1. Premier League","3rd","Liverpool",27,6.3,0,0,0,9,4,1,13,8,10,0,0,0,47,3,7,30
"38ce1150","2019-2020","ESP","2. Segunda División","7th","Rayo Vallecano",22,14.1,3,0,0,19,14,2,75,5,16,NULL,NULL,0,NULL,NULL,NULL,NULL
"38ce1150","2019-2020","ESP","1. La Liga","13th","Valladolid",22,0.7,0,0,0,2,0,0,1,0,0,0,0,0,6,0,1,0
"38ce1150","2020-2021","ESP","1. La Liga","14th","Levante",23,24.3,3,0,0,44,35,3,73,24,31,2,0,0,119,15,32,31.9
"38ce1150","2021-2022","ESP","1. La Liga","20th","Levante",24,12.5,2,0,0,22,21,8,38,18,20,0,1,0,88,6,14,30
"38ceb24a","2011-2012","BEL","1. Pro League","3rd","Genk",16,0.1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"38ceb24a","2014-2015","BEL","2. Second Division","2nd","Lommel United",19,29.8,5,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
"38ceb24a","2015-2016","BEL","1. Pro League","16th","OH Leuven",20,22.7,2,0,NULL,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"38ceb24a","2016-2017","BEL","1. First Division A","7th","Genk",21,18.3,1,0,0,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
"38ceb24a","2017-2018","BEL","1. First Division A","5th","Genk",22,14,2,0,0,7,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
"38ceb24a","2018-2019","BEL","1. First Division A","1st","Genk",23,30.9,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
"38ceb24a","2019-2020","ENG","1. Premier League","15th","Brighton",24,22.3,0,0,0,20,20,4,69,10,16,0,0,0,138,2,22,8.3
"38ceb24a","2020-2021","ENG","1. Premier League","16th","Brighton",25,29,2,0,0,32,38,6,64,24,20,0,0,0,202,6,28,17.6
"38ceb24a","2021-2022","ENG","1. Premier League","10th","Brighton",26,16.1,1,0,0,16,24,6,27,16,14,1,1,0,88,9,16,36
"38d9ce53","2019-2020","FRA","1. Ligue 1","20th","Toulouse",16,0.1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,NULL
"38d9ce53","2020-2021","FRA","2. Ligue 2","3rd","Toulouse",17,12.7,2,1,0,19,11,11,21,4,4,NULL,NULL,0,NULL,NULL,NULL,NULL
"38d9ce53","2021-2022","ITA","1. Serie A","17th","Spezia",18,6.6,0,0,0,11,5,3,4,3,11,0,0,0,27,9,17,34.6
"38d9ce53","2021-2022","FRA","2. Ligue 2","2nd","Toulouse",18,1.4,0,0,0,2,2,0,2,1,0,NULL,NULL,0,NULL,NULL,NULL,NULL
"3902e91b","2014-2015","ESP","2. Segunda División","7th","Ponferradina",20,4.2,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3902e91b","2015-2016","ESP","2. Segunda División","19th","Ponferradina",21,20.7,5,0,NULL,37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3902e91b","2016-2017","ESP","2. Segunda División","6th","Huesca",22,32.7,12,0,0,57,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
"3902e91b","2017-2018","ESP","2. Segunda División","2nd","Huesca",23,35.9,8,1,0,72,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
"3902e91b","2018-2019","ESP","1. La Liga","19th","Huesca",24,14.9,3,0,0,35,19,1,5,3,22,2,0,0,132,19,15,55.9
"3902e91b","2019-2020","ESP","1. La Liga","12th","Levante",25,13.7,4,0,0,38,35,3,2,7,16,0,0,0,126,23,34,40.4
"3902e91b","2020-2021","ESP","1. La Liga","14th","Levante",26,20.6,4,0,0,27,39,1,4,21,19,0,0,0,160,43,54,44.3
"3902e91b","2021-2022","ESP","1. La Liga","20th","Levante",27,7.8,3,0,0,12,15,0,1,6,9,0,0,0,45,9,7,56.3
"3935e52e","2012-2013","GER","1. Bundesliga","4th","Schalke 04",19,12.3,2,0,NULL,29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3935e52e","2013-2014","GER","1. Bundesliga","3rd","Schalke 04",20,20.6,5,0,NULL,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3935e52e","2014-2015","GER","1. Bundesliga","6th","Schalke 04",21,5,3,0,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3935e52e","2015-2016","GER","1. Bundesliga","5th","Schalke 04",22,17.5,5,0,NULL,35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3935e52e","2016-2017","GER","1. Bundesliga","10th","Schalke 04",23,22.9,5,0,0,39,22,5,50,79,52,0,1,1,NULL,NULL,NULL,NULL
"3935e52e","2017-2018","ENG","1. Premier League","6th","Arsenal",24,23.9,3,0,0,34,10,1,37,24,40,0,0,0,211,55,34,61.8
"3935e52e","2018-2019","ENG","1. Premier League","5th","Arsenal",25,21,5,0,0,23,12,11,53,21,17,1,1,1,183,15,28,34.9
"3935e52e","2019-2020","ENG","1. Premier League","8th","Arsenal",26,18.9,4,0,0,25,18,5,29,15,18,0,0,0,193,24,18,57.1
"3935e52e","2020-2021","ENG","1. Premier League","8th","Arsenal",27,1,0,0,0,1,2,0,0,0,0,0,0,0,12,1,1,50
"3935e52e","2020-2021","GER","1. Bundesliga","18th","Schalke 04",27,15.8,5,0,0,16,14,2,22,36,14,0,1,0,130,14,25,35.9
"3935e52e","2021-2022","ENG","1. Premier League","4th","Arsenal",28,1,1,0,0,3,0,0,0,4,1,0,0,0,2,2,1,66.7
"39583cfd","2010-2011","ESP","2. Segunda División","3rd","Barcelona B",16,0.2,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"39583cfd","2011-2012","ESP","1. La Liga","2nd","Barcelona",17,0.3,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"39583cfd","2011-2012","ESP","2. Segunda División","8th","Barcelona B",17,21.8,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"39583cfd","2012-2013","ESP","1. La Liga","1st","Barcelona",18,0.3,0,0,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"39583cfd","2012-2013","ESP","2. Segunda División","9th","Barcelona B",18,26.4,3,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"39583cfd","2013-2014","ENG","1. Premier League","5th","Everton",19,10,1,0,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"39583cfd","2014-2015","ESP","1. La Liga","5th","Sevilla",20,8.7,0,0,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"39583cfd","2015-2016","ENG","1. Premier League","11th","Everton",21,15.4,2,0,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"39583cfd","2016-2017","ENG","1. Premier League","7th","Everton",22,5.1,1,0,0,2,3,10,37,4,5,0,0,0,NULL,NULL,NULL,NULL
"39583cfd","2016-2017","ITA","1. Serie A","6th","Milan",22,16.2,4,0,0,17,22,12,73,11,13,0,0,0,NULL,NULL,NULL,NULL
"39583cfd","2017-2018","ESP","1. La Liga","1st","Barcelona",23,5.6,1,0,0,9,5,4,14,6,4,0,0,0,35,0,1,0
"39583cfd","2017-2018","ENG","1. Premier League","14th","Watford",23,4.8,0,0,0,3,6,1,7,4,6,1,0,0,43,0,6,0
"39583cfd","2018-2019","ENG","1. Premier League","11th","Watford",24,23,3,0,0,13,17,34,55,18,8,0,0,0,140,2,16,11.1
"39583cfd","2019-2020","ENG","1. Premier League","19th","Watford",25,23.3,3,0,0,29,29,18,59,26,21,1,0,0,164,3,15,16.7
"39583cfd","2020-2021","ITA","1. Serie A","14th","Udinese",26,6.6,0,0,0,10,7,11,14,3,2,1,0,0,32,0,11,0
"39583cfd","2021-2022","ITA","1. Serie A","14th","Udinese",27,12.4,3,0,0,14,23,9,34,15,2,0,0,0,73,0,18,0
"3a233281","2015-2016","BEL","1. Pro League","4th","Genk",17,27.8,5,0,NULL,43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3a233281","2016-2017","BEL","1. First Division A","7th","Genk",18,15.4,2,2,1,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
"3a233281","2016-2017","GER","1. Bundesliga","12th","Leverkusen",18,1.6,1,0,0,2,4,1,7,3,1,1,0,0,NULL,NULL,NULL,NULL
"3a233281","2017-2018","GER","1. Bundesliga","5th","Leverkusen",19,24.6,2,0,0,26,34,6,104,13,9,0,0,0,189,19,32,37.3
"3a233281","2018-2019","GER","1. Bundesliga","4th","Leverkusen",20,21.3,4,0,0,19,37,6,93,15,12,0,0,0,155,14,7,66.7
"3a233281","2019-2020","GER","1. Bundesliga","5th","Leverkusen",21,12.1,0,2,0,18,20,6,48,6,4,0,0,0,89,11,14,44
"3a233281","2020-2021","GER","1. Bundesliga","6th","Leverkusen",22,23.8,6,0,0,26,52,15,91,18,12,0,0,0,188,21,37,36.2
"3a233281","2021-2022","ENG","1. Premier League","12th","Aston Villa",23,4.7,1,0,0,3,7,1,13,3,10,0,0,0,23,5,6,45.5
"3a24769f","2011-2012","ENG","1. Premier League","7th","Everton",17,2.4,0,0,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
