"id","season","country","comp_level","lg_finish","squad","age","minutes_90s","touches","touches_def_pen_area","touches_def_3rd","touches_mid_3rd","touches_att_3rd","touches_att_pen_area","touches_live_ball","dribbles_completed","dribbles","dribbles_completed_pct","players_dribbled_past","nutmegs","carries","carry_distance","carry_progressive_distance","progressive_carries","carries_into_final_third","carries_into_penalty_area","miscontrols","dispossessed","pass_targets","passes_received","passes_received_pct","progressive_passes_received"
"52ec54d0","2014-2015","ITA","1. Serie A","1st","Juventus",27,33.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"52ec54d0","2015-2016","ITA","1. Serie A","1st","Juventus",28,35.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"52ec54d0","2016-2017","ITA","1. Serie A","1st","Juventus",29,26.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"52ec54d0","2017-2018","ITA","1. Serie A","6th","Milan",30,34.3,2369,221,1093,1286,142,35,2274,2,6,33.3,3,0,1607,8411,4848,131,31,0,8,8,1662,1634,98.3,12
"52ec54d0","2018-2019","ITA","1. Serie A","1st","Juventus",31,27.5,1820,204,851,1022,55,19,1746,3,3,100,3,1,1240,5448,3070,63,11,0,9,1,1319,1293,98,12
"52ec54d0","2019-2020","ITA","1. Serie A","1st","Juventus",32,34.2,2365,316,1060,1366,80,21,2283,4,6,66.7,5,0,1535,8124,4808,100,12,0,7,2,1804,1768,98,14
"52ec54d0","2020-2021","ITA","1. Serie A","4th","Juventus",33,22.5,1670,238,831,897,59,20,1610,4,5,80,4,0,1073,5428,3184,49,7,0,7,2,1299,1272,97.9,8
"52ec54d0","2021-2022","ITA","1. Serie A","5th","Juventus",34,15,1026,182,568,468,31,17,980,1,2,50,1,0,591,2344,1105,11,0,0,2,1,751,733,97.6,0
"53070b63","2017","BRA","1. Série A","7th","Vasco da Gama",16,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"53070b63","2018-2019","GER","1. Bundesliga","4th","Leverkusen",18,2,124,1,17,54,64,12,122,10,15,66.7,10,2,109,636,312,15,5,0,4,3,119,88,73.9,18
"53070b63","2019-2020","GER","1. Bundesliga","5th","Leverkusen",19,3.4,187,5,16,92,101,11,184,14,22,63.6,14,0,162,1041,577,34,11,4,8,4,187,146,78.1,31
"53070b63","2020-2021","GER","1. Bundesliga","6th","Leverkusen",20,0.7,35,0,0,20,17,4,34,2,3,66.7,3,0,28,110,59,3,1,1,2,3,38,31,81.6,7
"53070b63","2021-2022","GER","1. Bundesliga","4th","Leverkusen",21,4.8,230,8,28,110,121,20,228,15,26,57.7,16,0,189,1090,640,32,16,4,12,12,247,175,70.9,36
"5313ed43","2014-2015","ENG","2. Championship","17th","Fulham",19,12.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5313ed43","2015-2016","FRA","1. Ligue 1","10th","Bastia",20,25.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5313ed43","2016-2017","ITA","1. Serie A","13th","Udinese",21,20.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5313ed43","2017-2018","ITA","1. Serie A","14th","Udinese",22,20.8,1150,28,242,752,252,26,1141,33,52,63.5,35,0,901,5107,2643,107,41,7,26,36,910,815,89.6,72
"5313ed43","2018-2019","ITA","1. Serie A","12th","Udinese",23,29.3,1494,36,282,872,450,64,1479,66,92,71.7,70,1,1282,7286,3400,151,43,16,51,63,1290,1092,84.7,147
"5313ed43","2019-2020","ITA","1. Serie A","13th","Udinese",24,25,1329,28,255,760,457,68,1319,75,104,72.1,76,0,1091,6380,3193,137,48,16,29,42,1167,1008,86.4,118
"5313ed43","2020-2021","FRA","1. Ligue 1","7th","Lens",25,25.7,1528,31,257,990,431,60,1512,40,69,58,45,3,1103,7088,3802,165,60,10,47,44,1378,1173,85.1,147
"5313ed43","2021-2022","FRA","1. Ligue 1","9th","Lens",26,18.8,1147,17,165,736,386,50,1138,39,62,62.9,43,3,888,5717,3121,124,61,11,29,29,1026,910,88.7,102
"5314e067","2015-2016","FRA","2. Ligue 2","14th","Nîmes",17,0.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5314e067","2016-2017","FRA","2. Ligue 2","6th","Nîmes",18,18.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5314e067","2017-2018","FRA","2. Ligue 2","2nd","Nîmes",19,26.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5314e067","2018-2019","FRA","1. Ligue 1","9th","Nîmes",20,21.1,1379,65,428,624,412,20,1141,26,38,68.4,28,0,753,3403,2197,92,38,3,20,19,777,715,92,33
"5314e067","2019-2020","FRA","1. Ligue 1","18th","Nîmes",21,15.6,992,43,309,470,282,25,802,20,34,58.8,20,2,540,2781,1782,56,19,7,14,12,558,509,91.2,19
"5314e067","2020-2021","FRA","1. Ligue 1","19th","Nîmes",22,16.7,1142,56,374,566,249,14,948,22,34,64.7,23,1,657,2765,1713,67,21,4,13,21,670,620,92.5,24
"5314e067","2021-2022","FRA","1. Ligue 1","18th","Metz",23,1.8,136,8,39,73,31,0,126,2,5,40,2,1,88,299,175,8,5,0,3,0,92,84,91.3,3
"531a4aa8","2016-2017","ENG","Jr. PL2 — Div. 1","12th","Southampton",17,11.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"531a4aa8","2017-2018","ENG","Jr. PL2 — Div. 2","6th","Southampton",18,10.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"531a4aa8","2018-2019","ENG","1. Premier League","16th","Southampton",19,19,871,46,241,359,339,27,731,26,51,51,32,2,453,2605,1442,88,25,9,27,29,487,388,79.7,38
"531a4aa8","2019-2020","ENG","1. Premier League","11th","Southampton",20,8.7,455,29,139,189,151,10,361,12,25,48,13,0,207,1129,556,32,9,3,13,19,243,180,74.1,23
"531a4aa8","2020-2021","ENG","2. Championship","18th","Birmingham City",21,2.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"531a4aa8","2020-2021","ENG","Jr. PL2 — Div. 1","13th","Southampton",21,3.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"531a4aa8","2021-2022","ENG","Jr. PL2 — Div. 2","9th","Southampton",22,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"532e1e4f","2017-2018","ESP","1. La Liga","5th","Villarreal",20,0.6,36,5,16,22,1,0,36,0,0,NULL,0,0,20,105,44,3,1,0,0,0,16,16,100,0
"532e1e4f","2018-2019","ESP","2. Segunda División","3rd","Málaga",21,38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"532e1e4f","2019-2020","ESP","1. La Liga","5th","Villarreal",22,33,2313,391,1447,961,38,17,2254,10,13,76.9,11,1,1553,9485,5561,128,10,0,4,9,1633,1610,98.6,12
"532e1e4f","2020-2021","ESP","1. La Liga","7th","Villarreal",23,33,2315,352,1290,1163,84,19,2251,29,34,85.3,31,0,1643,11171,7210,168,33,0,15,10,1720,1695,98.5,3
"532e1e4f","2021-2022","ESP","1. La Liga","9th","Villarreal",24,15,1143,127,586,619,53,15,1104,16,21,76.2,18,1,827,5826,3767,100,19,0,9,5,874,857,98.1,2
"53520a67","2011-2012","DEN","1. Superliga","5th","AGF",18,1.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"53520a67","2012-2013","DEN","1. Superliga","7th","AGF",19,10.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"53520a67","2013-2014","DEN","1. Superliga","11th","AGF",20,12.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"53520a67","2015-2016","DEN","1. Superliga","10th","AGF",22,30.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"53520a67","2016-2017","DEN","1. Superliga","11th","AGF",23,3.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"53520a67","2016-2017","TUR","1. Süper Lig","9th","Konyaspor",23,19.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"53520a67","2017-2018","TUR","1. Süper Lig","15th","Konyaspor",24,16.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"53520a67","2018-2019","TUR","1. Süper Lig","8th","Konyaspor",25,20.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"53520a67","2019-2020","TUR","1. Süper Lig","13th","Konyaspor",26,30.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"53520a67","2020-2021","ESP","1. La Liga","12th","Cádiz",27,29.1,957,70,297,553,149,17,942,14,17,82.4,14,0,458,2597,978,30,13,2,15,9,514,436,84.8,21
"53520a67","2021-2022","ESP","1. La Liga","19th","Cádiz",28,11.1,359,34,125,192,59,14,356,5,7,71.4,5,0,166,694,212,6,3,0,9,3,179,148,82.7,14
"536cebe5","2010-2011","CRO","1. 1. HNL","3rd","RNK Split",16,0.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"536cebe5","2011-2012","CRO","1. 1. HNL","4th","RNK Split",17,11.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"536cebe5","2012-2013","CRO","1. 1. HNL","5th","RNK Split",18,24.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"536cebe5","2013-2014","ITA","1. Serie A","4th","Fiorentina",19,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"536cebe5","2013-2014","CRO","1. 1. HNL","4th","RNK Split",19,3.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"536cebe5","2014-2015","GER","2. 2. Bundesliga","5th","RB Leipzig",20,4.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"536cebe5","2015-2016","ITA","1. Serie A","5th","Fiorentina",21,2.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"536cebe5","2015-2016","ITA","1. Serie A","20th","Hellas Verona",21,6.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"536cebe5","2016-2017","GER","1. Bundesliga","11th","Eint Frankfurt",22,15.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"536cebe5","2017-2018","GER","1. Bundesliga","8th","Eint Frankfurt",23,19.5,815,7,66,333,491,111,806,44,77,57.1,48,3,604,3104,1989,108,34,36,69,63,990,576,58.2,237
"536cebe5","2018-2019","GER","1. Bundesliga","7th","Eint Frankfurt",24,22,900,4,36,380,559,129,884,48,93,51.6,58,2,710,3408,2020,119,40,24,77,76,1195,687,57.5,284
"536cebe5","2019-2020","GER","1. Bundesliga","9th","Eint Frankfurt",25,1,31,0,0,10,23,7,29,1,2,50,1,0,26,143,109,5,2,3,4,3,47,25,53.2,17
"536cebe5","2019-2020","ITA","1. Serie A","6th","Milan",25,15.5,649,17,59,219,415,123,631,33,56,58.9,36,2,481,2338,1454,88,25,33,49,28,647,484,74.8,173
"536cebe5","2020-2021","ITA","1. Serie A","2nd","Milan",26,19.7,734,19,55,219,493,126,714,25,47,53.2,26,2,470,2282,1417,86,16,23,48,44,814,522,64.1,167
"536cebe5","2021-2022","ITA","1. Serie A","2nd","Milan",27,5.6,226,7,10,87,141,50,221,10,18,55.6,10,0,151,938,589,30,8,10,15,14,238,161,67.6,47
"539230cf","2006-2007","ITA","2. Serie B","20th","Arezzo",18,20.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"539230cf","2008-2009","ITA","2. Serie B","1st","Bari",20,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"539230cf","2009-2010","ITA","1. Serie A","10th","Bari",21,16.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"539230cf","2010-2011","ITA","1. Serie A","10th","Genoa",22,14.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"539230cf","2010-2011","ITA","1. Serie A","2nd","Inter",22,16.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"539230cf","2011-2012","ITA","1. Serie A","6th","Inter",23,11.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"539230cf","2012-2013","ITA","1. Serie A","9th","Inter",24,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"539230cf","2013-2014","ITA","1. Serie A","5th","Inter",25,23.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"539230cf","2014-2015","ITA","1. Serie A","8th","Inter",26,31.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"539230cf","2015-2016","ITA","1. Serie A","4th","Inter",27,2.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"539230cf","2015-2016","ITA","1. Serie A","15th","Sampdoria",27,12.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"539230cf","2016-2017","ENG","1. Premier League","18th","Hull City",28,14.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"539230cf","2016-2017","ITA","1. Serie A","7th","Inter",28,4.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"539230cf","2017-2018","ITA","1. Serie A","4th","Inter",29,7,388,46,203,194,13,8,385,0,0,NULL,0,0,232,1168,611,11,1,0,1,0,256,251,98,9
"539230cf","2018-2019","ITA","1. Serie A","4th","Inter",30,0.7,39,2,19,16,6,3,39,0,0,NULL,0,0,19,83,65,2,0,0,0,0,41,28,68.3,5
"539230cf","2019-2020","ITA","1. Serie A","2nd","Inter",31,5.8,408,63,239,191,10,6,399,1,1,100,1,0,234,1633,1090,19,2,0,0,1,281,275,97.9,3
"539230cf","2020-2021","ITA","1. Serie A","1st","Inter",32,7.8,547,68,267,306,16,12,537,0,0,NULL,0,0,384,2666,1683,34,1,0,1,3,415,412,99.3,0
"539230cf","2021-2022","ITA","1. Serie A","1st","Inter",33,2.3,134,21,68,71,4,2,127,0,0,NULL,0,0,92,481,258,5,1,0,0,0,96,96,100,0
"53a0e358","2012-2013","ITA","2. Serie B","1st","Sassuolo",17,25.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"53a0e358","2013-2014","ITA","1. Serie A","17th","Sassuolo",18,24.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"53a0e358","2014-2015","ITA","1. Serie A","12th","Sassuolo",19,29.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"53a0e358","2015-2016","ITA","1. Serie A","6th","Sassuolo",20,24.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"53a0e358","2016-2017","ITA","1. Serie A","12th","Sassuolo",21,19.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"53a0e358","2017-2018","ITA","1. Serie A","11th","Sassuolo",22,25.5,1311,20,133,492,780,99,1217,37,60,61.7,42,4,961,4870,2452,116,43,11,53,50,1239,915,73.8,297
"53a0e358","2018-2019","ITA","1. Serie A","11th","Sassuolo",23,31.9,1820,27,207,761,996,119,1731,59,103,57.3,63,6,1448,7597,4409,229,71,28,68,64,1663,1330,80,289
"53a0e358","2019-2020","ITA","1. Serie A","8th","Sassuolo",24,27.7,1612,43,218,666,865,102,1512,44,78,56.4,46,4,1187,6553,3595,193,66,28,51,45,1369,1148,83.9,188
"53a0e358","2020-2021","ITA","1. Serie A","8th","Sassuolo",25,27.5,1684,43,205,662,936,125,1580,30,57,52.6,30,7,1228,7309,4061,223,58,33,47,42,1483,1241,83.7,200
"53a0e358","2021-2022","ITA","1. Serie A","12th","Sassuolo",26,16.4,914,11,97,451,428,65,859,16,37,43.2,19,1,643,3463,1831,92,27,13,29,19,799,656,82.1,116
"53af52f3","2005-2006","ENG","4. League Two","19th","Bury",18,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"53af52f3","2005-2006","ENG","4. League Two","8th","Darlington",18,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"53af52f3","2006-2007","ENG","4. League Two","21st","Bury",19,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"53af52f3","2006-2007","SCO","1. Premier League","6th","Falkirk",19,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"53af52f3","2007-2008","ENG","2. Championship","12th","Cardiff City",20,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"53af52f3","2007-2008","ENG","2. Championship","21st","Coventry City",20,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"53af52f3","2007-2008","ENG","1. Premier League","9th","Manchester City",20,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"53af52f3","2008-2009","ENG","1. Premier League","10th","Manchester City",21,0.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"53af52f3","2009-2010","ENG","4. League Two","1st","Notts County",22,42.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"53af52f3","2010-2011","ENG","2. Championship","7th","Leeds United",23,37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"53af52f3","2011-2012","ENG","2. Championship","9th","Leicester City",24,45.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"53af52f3","2012-2013","ENG","2. Championship","6th","Leicester City",25,46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"53af52f3","2013-2014","ENG","2. Championship","1st","Leicester City",26,46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"53af52f3","2014-2015","ENG","1. Premier League","14th","Leicester City",27,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"53af52f3","2015-2016","ENG","1. Premier League","1st","Leicester City",28,38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"53af52f3","2016-2017","ENG","1. Premier League","12th","Leicester City",29,29.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"53af52f3","2017-2018","ENG","1. Premier League","9th","Leicester City",30,32.9,1228,1016,1192,45,1,0,809,2,2,100,2,0,504,2927,1803,2,0,0,0,0,418,417,99.8,0
"53af52f3","2018-2019","ENG","1. Premier League","9th","Leicester City",31,38,1320,1110,1295,24,2,1,874,2,2,100,2,0,606,2982,1723,1,0,0,0,0,540,536,99.3,0
"53af52f3","2019-2020","ENG","1. Premier League","5th","Leicester City",32,38,1245,1081,1229,20,0,0,889,0,1,0,0,0,614,2863,1528,0,0,0,0,0,560,557,99.5,0
"53af52f3","2020-2021","ENG","1. Premier League","5th","Leicester City",33,38,1279,1099,1269,11,1,0,931,1,2,50,1,0,608,2860,1447,0,0,0,0,0,627,623,99.4,0
"53af52f3","2021-2022","ENG","1. Premier League","9th","Leicester City",34,18,721,646,713,9,0,0,482,0,0,NULL,0,0,310,1315,615,0,0,0,0,0,306,303,99,0
"53cad200","2006-2007","ESP","1. La Liga","14th","Osasuna",16,0.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
