"id","season","country","comp_level","lg_finish","squad","age","minutes_90s","passes_completed","passes","passes_pct","passes_total_distance","passes_progressive_distance","passes_completed_short","passes_short","passes_pct_short","passes_completed_medium","passes_medium","passes_pct_medium","passes_completed_long","passes_long","passes_pct_long","assists","xa","xa_net","assisted_shots","passes_into_final_third","passes_into_penalty_area","crosses_into_penalty_area","progressive_passes"
"857a5abe","2020-2021","GER","1. Bundesliga","12th","Mainz 05",28,14.1,418,531,78.7,8518,3044,143,161,88.8,205,235,87.2,68,126,54,1,1.3,-0.3,3,15,2,0,28
"857a5abe","2021-2022","GER","1. Bundesliga","9th","Mainz 05",29,15.3,539,700,77,10818,4541,188,210,89.5,280,332,84.3,67,144,46.5,0,1,-1,4,35,1,0,39
"8593f88c","2012-2013","GER","1. Bundesliga","5th","Freiburg",19,3.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8593f88c","2013-2014","GER","1. Bundesliga","14th","Freiburg",20,25.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8593f88c","2014-2015","GER","1. Bundesliga","17th","Freiburg",21,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8593f88c","2015-2016","GER","2. 2. Bundesliga","1st","Freiburg",22,28.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8593f88c","2016-2017","GER","1. Bundesliga","7th","Freiburg",23,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8593f88c","2017-2018","GER","1. Bundesliga","15th","Freiburg",24,34,1231,1728,71.2,22870,10861,521,625,83.4,546,695,78.6,153,338,45.3,4,4,0,47,84,56,29,148
"8593f88c","2018-2019","GER","1. Bundesliga","13th","Freiburg",25,32,1075,1498,71.8,20359,8374,442,524,84.4,472,605,78,144,298,48.3,5,3.8,1.2,47,44,39,21,79
"8593f88c","2019-2020","GER","1. Bundesliga","8th","Freiburg",26,33.7,1159,1644,70.5,22821,10405,429,503,85.3,562,707,79.5,159,365,43.6,8,7.3,0.7,80,62,62,44,114
"8593f88c","2020-2021","GER","1. Bundesliga","10th","Freiburg",27,34,1203,1656,72.6,23198,9621,509,590,86.3,497,639,77.8,179,350,51.1,3,5.9,-2.9,70,84,55,34,122
"8593f88c","2021-2022","GER","1. Bundesliga","3rd","Freiburg",28,17,610,870,70.1,11063,5029,272,326,83.4,246,317,77.6,75,171,43.9,4,3.8,0.2,43,45,26,17,63
"85a44ecc","2015-2016","FRA","1. Ligue 1","10th","Bastia",19,7.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"85a44ecc","2016-2017","FRA","1. Ligue 1","20th","Bastia",20,25.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"85a44ecc","2017-2018","FRA","1. Ligue 1","14th","Angers",21,9.3,247,315,78.4,4009,1182,124,152,81.6,92,108,85.2,22,35,62.9,1,0.7,0.3,9,16,10,1,31
"85a44ecc","2018-2019","SCO","1. Premiership","2nd","Rangers",22,11.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"85a44ecc","2019-2020","BEL","1. First Division A","14th","Cercle Brugge",23,14.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"85a44ecc","2020-2021","FRA","1. Ligue 1","13th","Angers",24,18.7,579,681,85,11006,2453,242,262,92.4,245,277,88.4,83,109,76.1,1,1.3,-0.3,8,52,3,1,44
"85a44ecc","2021-2022","ITA","1. Serie A","20th","Salernitana",25,11.5,294,366,80.3,4965,1399,136,161,84.5,126,154,81.8,26,36,72.2,0,0.1,-0.1,4,31,8,0,29
"85bed4ee","2020-2021","ESP","1. La Liga","6th","Betis",20,6,215,254,84.6,3614,881,103,115,89.6,76,89,85.4,24,32,75,0,0.5,-0.5,7,14,10,1,22
"85bed4ee","2021-2022","ESP","1. La Liga","3rd","Betis",21,6.6,220,275,80,3941,1233,102,116,87.9,93,111,83.8,22,37,59.5,1,0.8,0.2,9,23,17,1,39
"85f7d1be","2020-2021","ITA","1. Serie A","2nd","Milan",20,8.1,427,499,85.6,7973,2656,165,179,92.2,221,245,90.2,33,61,54.1,1,0.4,0.6,3,25,4,0,29
"85f7d1be","2021-2022","ITA","1. Serie A","2nd","Milan",21,5.6,275,322,85.4,5209,1550,108,120,90,128,146,87.7,36,48,75,1,0.2,0.8,4,15,7,5,18
"8608f269","2019-2020","FRA","1. Ligue 1","8th","Montpellier",20,0.8,13,27,48.1,356,230,3,3,100,6,6,100,4,18,22.2,0,0,0,0,0,0,0,0
"861e0116","2011-2012","GRE","1. Super League","3rd","PAOK",17,8.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"861e0116","2012-2013","GRE","1. Super League","2nd","PAOK",18,11.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"861e0116","2013-2014","GER","1. Bundesliga","4th","Leverkusen",19,0.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"861e0116","2014-2015","ENG","2. Championship","17th","Fulham",20,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"861e0116","2015-2016","GER","1. Bundesliga","12th","Augsburg",21,7.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"861e0116","2016-2017","GER","1. Bundesliga","13th","Augsburg",22,24.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"861e0116","2017-2018","GER","1. Bundesliga","12th","Augsburg",23,0.4,4,9,44.4,69,32,1,2,50,3,5,60,0,2,0,0,0,0,0,0,0,0,1
"861e0116","2017-2018","ENG","1. Premier League","19th","Stoke City",23,3.7,95,142,66.9,1769,719,38,50,76,45,65,69.2,11,23,47.8,0,0,0,1,3,1,0,4
"861e0116","2018-2019","GER","1. Bundesliga","15th","Augsburg",24,10.2,442,565,78.2,9628,3593,148,167,88.6,203,237,85.7,88,152,57.9,0,1,-1,8,28,5,4,41
"861e0116","2019-2020","GER","1. Bundesliga","6th","Hoffenheim",25,4.4,149,189,78.8,2772,1070,63,72,87.5,64,78,82.1,19,33,57.6,0,0.2,-0.2,3,12,5,4,13
"861e0116","2021-2022","GER","1. Bundesliga","12th","Bochum",27,8.4,283,374,75.7,6436,2581,86,102,84.3,129,160,80.6,65,107,60.7,0,0.3,-0.3,4,17,5,2,28
"862a1c15","2015","ARG","1. Primera Div","13th","Lanús",20,5.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"862a1c15","2016","ARG","1. Primera Div","1st","Lanús",21,8.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"862a1c15","2016-2017","ARG","1. Primera Div","8th","Lanús",22,10.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"862a1c15","2017","USA","1. MLS","4th","Atlanta Utd",22,26.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"862a1c15","2018","USA","1. MLS","2nd","Atlanta Utd",23,30.6,1276,1651,77.3,24267,6429,528,620,85.2,538,683,78.8,194,292,66.4,11,10.5,0.5,71,140,73,16,174
"862a1c15","2018-2019","ENG","1. Premier League","13th","Newcastle Utd",24,8.4,188,260,72.3,3320,863,91,109,83.5,67,87,77,26,40,65,0,0.8,-0.8,12,16,14,9,19
"862a1c15","2019-2020","ENG","1. Premier League","13th","Newcastle Utd",25,33.6,682,894,76.3,10799,2574,368,426,86.4,242,306,79.1,50,98,51,2,1.6,0.4,27,40,24,4,66
"862a1c15","2020-2021","ENG","1. Premier League","12th","Newcastle Utd",26,27,711,877,81.1,12123,2700,352,395,89.1,270,317,85.2,66,109,60.6,1,2.8,-1.8,28,56,26,7,65
"862a1c15","2021-2022","ENG","1. Premier League","19th","Newcastle Utd",27,10.8,212,271,78.2,3459,845,117,135,86.7,71,90,78.9,20,30,66.7,0,0.4,-0.4,10,13,5,1,20
"86314793","2015-2016","GER","3. 3. Liga","20th","Stuttgart II",19,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"86314793","2017-2018","GER","2. 2. Bundesliga","15th","Greuther Fürth",21,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"86314793","2018-2019","GER","2. 2. Bundesliga","13th","Greuther Fürth",22,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"86314793","2019-2020","GER","2. 2. Bundesliga","9th","Greuther Fürth",23,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"86314793","2020-2021","GER","2. 2. Bundesliga","2nd","Greuther Fürth",24,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"86314793","2021-2022","GER","1. Bundesliga","18th","Greuther Fürth",25,8,226,362,62.4,7790,4697,34,34,100,89,92,96.7,102,233,43.8,0,0.1,-0.1,3,10,0,0,0
"86383d0e","2021-2022","ITA","1. Serie A","1st","Inter",20,0.4,7,11,63.6,85,10,4,7,57.1,2,3,66.7,0,0,NULL,0,0,0,1,1,0,0,0
"864163f3","2016-2017","ENG","Jr. PL2 — Div. 1","4th","Arsenal",17,6.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"864163f3","2017-2018","ENG","Jr. PL2 — Div. 1","1st","Arsenal",18,1.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"864163f3","2017-2018","NED","2. Eerste Divisie","5th","Jong PSV",18,17.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"864163f3","2017-2018","NED","1. Dutch Eredivisie","1st","PSV Eindhoven",18,1.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"864163f3","2018-2019","NED","1. Dutch Eredivisie","2nd","PSV Eindhoven",19,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"864163f3","2019-2020","NED","1. Dutch Eredivisie","4th","PSV Eindhoven",20,13.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"864163f3","2020-2021","NED","1. Dutch Eredivisie","2nd","PSV Eindhoven",21,27.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"864163f3","2021-2022","GER","1. Bundesliga","2nd","Dortmund",22,10.7,225,301,74.8,3154,762,133,170,78.2,66,89,74.2,13,19,68.4,0,0.9,-0.9,8,10,13,3,23
"8650af85","2014-2015","ITA","2. Serie B","16th","Crotone",22,30.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8650af85","2015-2016","ITA","2. Serie B","2nd","Crotone",23,40.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8650af85","2016-2017","ITA","1. Serie A","17th","Crotone",24,37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8650af85","2017-2018","ITA","1. Serie A","10th","Sampdoria",25,29.4,1488,1703,87.4,30739,9961,466,508,91.7,758,817,92.8,246,348,70.7,0,0.4,-0.4,3,104,6,0,127
"8650af85","2018-2019","ITA","1. Serie A","11th","Sassuolo",26,31,1643,1894,86.7,33149,12343,532,588,90.5,892,974,91.6,214,309,69.3,0,0.3,-0.3,6,142,8,0,119
"8650af85","2019-2020","ITA","1. Serie A","8th","Sassuolo",27,21.1,1369,1462,93.6,26657,8916,463,478,96.9,743,769,96.6,154,199,77.4,1,0.9,0.1,6,86,4,1,75
"8650af85","2020-2021","ITA","1. Serie A","8th","Sassuolo",28,33.5,2515,2714,92.7,48038,16345,866,912,95,1338,1391,96.2,269,351,76.6,4,1,3,13,221,14,1,134
"8650af85","2021-2022","ITA","1. Serie A","12th","Sassuolo",29,18.8,1187,1317,90.1,24126,9074,375,400,93.8,610,656,93,178,231,77.1,0,0.1,-0.1,3,76,5,1,81
"86574238","2018-2019","FRA","1. Ligue 1","16th","Toulouse",17,0.8,42,47,89.4,680,179,18,20,90,20,21,95.2,3,4,75,0,0,0,1,5,0,0,2
"86574238","2019-2020","FRA","1. Ligue 1","20th","Toulouse",18,9.7,317,383,82.8,5329,1378,155,182,85.2,119,133,89.5,34,55,61.8,0,0.1,-0.1,5,23,0,0,24
"86574238","2020-2021","FRA","2. Ligue 2","3rd","Toulouse",19,24.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"86695068","2011-2012","BEL","1. Pro League","1st","Anderlecht",17,1.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"86695068","2012-2013","BEL","1. Pro League","1st","Anderlecht",18,18.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"86695068","2013-2014","BEL","1. Pro League","1st","Anderlecht",19,29.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"86695068","2014-2015","BEL","1. Pro League","3rd","Anderlecht",20,28.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"86695068","2015-2016","BEL","1. Pro League","2nd","Anderlecht",21,34.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"86695068","2016-2017","BEL","1. First Division A","1st","Anderlecht",22,0.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"86695068","2016-2017","ITA","1. Serie A","10th","Sampdoria",22,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"86695068","2017-2018","ITA","1. Serie A","10th","Sampdoria",23,29.5,1236,1511,81.8,20814,5847,624,719,86.8,471,550,85.6,120,190,63.2,3,3.1,-0.1,35,116,46,8,142
"86695068","2018-2019","ITA","1. Serie A","9th","Sampdoria",24,32.1,1560,1878,83.1,25939,6963,819,908,90.2,583,683,85.4,140,223,62.8,3,2.8,0.2,37,137,47,14,147
"86695068","2019-2020","ENG","1. Premier League","5th","Leicester City",25,12.6,446,539,82.7,7655,1903,210,237,88.6,177,210,84.3,47,65,72.3,2,0.8,1.2,9,33,10,3,33
"86695068","2020-2021","ENG","1. Premier League","5th","Leicester City",26,8,248,313,79.2,3875,850,135,150,90,92,119,77.3,14,30,46.7,1,0.8,0.2,7,10,7,2,20
"86695068","2021-2022","ITA","1. Serie A","11th","Torino",27,8.1,213,291,73.2,3356,859,121,146,82.9,71,97,73.2,15,31,48.4,1,2.4,-1.4,16,13,16,9,16
"867239d3","2011-2012","ENG","1. Premier League","2nd","Manchester Utd",18,0.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"867239d3","2012-2013","ITA","1. Serie A","1st","Juventus",19,19.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"867239d3","2013-2014","ITA","1. Serie A","1st","Juventus",20,34.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"867239d3","2014-2015","ITA","1. Serie A","1st","Juventus",21,23.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"867239d3","2015-2016","ITA","1. Serie A","1st","Juventus",22,33.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"867239d3","2016-2017","ENG","1. Premier League","6th","Manchester Utd",23,29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"867239d3","2017-2018","ENG","1. Premier League","2nd","Manchester Utd",24,23.9,1464,1740,84.1,27092,8268,693,774,89.5,503,581,86.6,230,328,70.1,10,4.4,5.6,39,170,52,5,228
"867239d3","2018-2019","ENG","1. Premier League","6th","Manchester Utd",25,33.4,1735,2116,82,34010,9765,763,864,88.3,654,773,84.6,290,409,70.9,9,5,4,50,214,66,8,262
"867239d3","2019-2020","ENG","1. Premier League","3rd","Manchester Utd",26,13.4,880,1026,85.8,17758,4790,374,418,89.5,349,392,89,145,184,78.8,3,2.7,0.3,27,118,27,1,109
"867239d3","2020-2021","ENG","1. Premier League","2nd","Manchester Utd",27,21.1,1112,1343,82.8,21208,5036,504,567,88.9,414,465,89,167,250,66.8,3,2.1,0.9,24,113,34,3,111
"867239d3","2021-2022","ENG","1. Premier League","7th","Manchester Utd",28,7,377,448,84.2,8042,2080,141,159,88.7,154,171,90.1,76,96,79.2,7,1.4,5.6,14,67,16,2,56
"868eaba0","2012-2013","FRA","2. Ligue 2","15th","Niort",24,32.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"868eaba0","2013-2014","FRA","2. Ligue 2","6th","Dijon",25,25.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"868eaba0","2014-2015","FRA","2. Ligue 2","4th","Dijon",26,24.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"868eaba0","2015-2016","FRA","2. Ligue 2","2nd","Dijon",27,31.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"868eaba0","2016-2017","FRA","2. Ligue 2","5th","Brest",28,15.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"868eaba0","2016-2017","FRA","1. Ligue 1","16th","Dijon",28,9.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"868eaba0","2017-2018","FRA","2. Ligue 2","5th","Brest",29,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"868eaba0","2018-2019","FRA","2. Ligue 2","10th","Clermont Foot",30,31.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"868eaba0","2019-2020","FRA","2. Ligue 2","5th","Clermont Foot",31,22.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"868eaba0","2020-2021","FRA","2. Ligue 2","2nd","Clermont Foot",32,34.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"868eaba0","2021-2022","FRA","1. Ligue 1","16th","Clermont Foot",33,13.6,1040,1234,84.3,23471,7600,323,365,88.5,463,510,90.8,240,332,72.3,1,0.8,0.2,13,101,5,1,100
"8696bc90","2013-2014","ESP","2. Segunda División","3rd","Barcelona B",17,5.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8696bc90","2014-2015","ESP","1. La Liga","1st","Barcelona",18,5.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8696bc90","2014-2015","ESP","2. Segunda División","22nd","Barcelona B",18,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8696bc90","2015-2016","ESP","1. La Liga","1st","Barcelona",19,9.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8696bc90","2016-2017","ESP","1. La Liga","2nd","Barcelona",20,0.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8696bc90","2016-2017","ESP","1. La Liga","12th","Valencia",20,22.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8696bc90","2017-2018","ESP","1. La Liga","14th","Alavés",21,27.2,463,704,65.8,7431,1994,272,347,78.4,133,199,66.8,44,108,40.7,6,3.6,2.4,41,25,27,10,46
"8696bc90","2018-2019","ESP","1. La Liga","1st","Barcelona",22,1.7,48,63,76.2,597,140,38,44,86.4,8,14,57.1,2,4,50,1,0.9,0.1,3,2,0,0,1
"8696bc90","2018-2019","ESP","1. La Liga","6th","Sevilla",22,11.6,246,337,73,3262,774,155,184,84.2,66,99,66.7,9,27,33.3,1,1.1,-0.1,9,20,7,2,22
"8696bc90","2019-2020","ESP","1. La Liga","4th","Sevilla",23,13.9,348,454,76.7,5432,1274,191,222,86,116,143,81.1,28,53,52.8,2,1.4,0.6,16,20,23,6,36
"8696bc90","2020-2021","ESP","1. La Liga","4th","Sevilla",24,9.4,272,345,78.8,4545,837,133,161,82.6,110,130,84.6,20,36,55.6,2,1.6,0.4,11,13,11,4,24
"8696bc90","2021-2022","ESP","1. La Liga","2nd","Sevilla",25,2.5,48,63,76.2,746,128,28,32,87.5,13,22,59.1,4,6,66.7,0,0.2,-0.2,2,2,3,1,4
"86a2ba20","2017-2018","FRA","1. Ligue 1","17th","Lille",20,2.2,118,139,84.9,2100,524,49,57,86,53,60,88.3,15,19,78.9,0,0.3,-0.3,6,8,2,1,9
"86a2ba20","2018-2019","FRA","2. Ligue 2","4th","Paris FC",21,18.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"86a2ba20","2019-2020","BEL","1. First Division A","14th","Cercle Brugge",22,11.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"86a2ba20","2019-2020","FRA","2. Ligue 2","4th","Troyes",22,5.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"86a2ba20","2020-2021","FRA","2. Ligue 2","1st","Troyes",23,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"86a2ba20","2021-2022","FRA","1. Ligue 1","15th","Troyes",24,18.8,819,935,87.6,14961,3282,356,397,89.7,353,391,90.3,92,117,78.6,1,1.1,-0.1,14,95,13,2,81
